"order_id","quantity","order_date","year_of_order","customer_id","name","email","gender","birthdate","category","year_of_birthdate","age_customer","group age","product_id","product_name","category (Right)","price","cost","margin_price_cost","payment_method","payment_status","payment_date","payment_method (#1)","shipping_date","shipping_fee","shipping_status","rating","comment","rating_language","revenue","profit","product profit"
"ORD10931",3,"2023-01-11",2023,"CUST1322","Johnathan Davis","petersonmaria@kelley-brooks.com","Female","1983-08-21","VIP",1983,42,"Group 30 - 60","PROD1017","Also","Groceries",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2023-01-12","Card","2023-01-13",10.08,"Delayed",0,"No Comment","No Rating",297.96,98.57999999999998,32.86
"ORD10932",2,"2023-11-16",2023,"CUST1122","April Frost","pochoa@hotmail.com","Female","2002-02-03","VIP",2002,23,"Group 18 - 30","PROD1013","So","Books",99.32,66.46,0.3308497784937576,"Cash","Paid","2023-11-16","Cash","2023-11-22",4.17,"Shipped",5,"Score rock space fly strong end responsibility people protect eat.","Perfect",198.64,65.72,32.86
"ORD10933",2,"2024-12-13",2024,"CUST1475","Julie Dominguez","mario74@rocha.com","Male","1991-10-16","Regular",1991,34,"Group 30 - 60","PROD1009","Store","Electronics",99.32,66.46,0.3308497784937576,"Cash","Paid","2024-12-14","Cash","2024-12-19",13,"Delayed",0,"No Comment","No Rating",198.64,65.72,32.86
"ORD10934",2,"2023-05-06",2023,"CUST1028","Zachary Hicks","michaelroberts@gordon-duran.com","Other","1981-09-15","VIP",1981,44,"Group 30 - 60","PROD1045","Determine","Books",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2023-05-06","Bank","2023-05-10",4.41,"Delayed",0,"No Comment","No Rating",198.64,65.72,32.86
"ORD10935",4,"2023-11-02",2023,"CUST1136","Robert Potter","larry73@webb.info","Female","1996-08-05","New",1996,29,"Group 18 - 30","PROD1012","Lose","Beauty",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2023-11-06","Bank","2023-11-07",8.19,"Shipped",0,"No Comment","No Rating",397.28,131.44,32.86
"ORD10936",2,"2024-12-02",2024,"CUST1194","John Bishop","mark87@gmail.com","Other","1956-07-19","Regular",1956,69,"Group 60","PROD1030","Oil","Clothing",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2024-12-06","Bank","2024-12-08",18.09,"Shipped",0,"No Comment","No Rating",198.64,65.72,32.86
"ORD10937",5,"2024-05-25",2024,"CUST1408","Anthony Romero","christopherhill@gomez-foster.org","Other","1960-09-30","New",1960,65,"Group 60","PROD1029","Threat","Electronics",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-05-29","Card","2024-05-26",4.07,"Shipped",0,"No Comment","No Rating",496.59999999999997,164.3,32.86
"ORD10938",1,"2023-03-30",2023,"CUST1225","Benjamin Smith","samantharichard@yahoo.com","Female","1963-12-22","VIP",1963,62,"Group 60","PROD1002","Feel","Groceries",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2023-03-30","Card","2023-03-30",3.34,"Cancelled",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10939",4,"2023-12-21",2023,"CUST1331","Colton Martinez","icraig@yahoo.com","Male","1981-05-13","VIP",1981,44,"Group 30 - 60","PROD1029","Threat","Electronics",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2023-12-25","Bank","2023-12-23",6.19,"Cancelled",0,"No Comment","No Rating",397.28,131.44,32.86
"ORD10940",2,"2024-09-19",2024,"CUST1169","Daniel Murphy","thomasanderson@stone.com","Female","2003-01-10","VIP",2003,22,"Group 18 - 30","PROD1005","Role","Beauty",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2024-09-21","Card","2024-09-24",13.19,"Pending",0,"No Comment","No Rating",198.64,65.72,32.86
"ORD10941",1,"2023-12-18",2023,"CUST1008","Gabrielle Davis","parkeryvonne@mendoza.org","Other","1981-04-12","VIP",1981,44,"Group 30 - 60","PROD1028","Late","Electronics",99.32,66.46,0.3308497784937576,"Cash","Paid","2023-12-19","Cash","2023-12-24",18.14,"Cancelled",4,"It participant suggest low car pay go number animal summer.","Good",99.32,32.86,32.86
"ORD10942",3,"2024-11-19",2024,"CUST1462","Riley Bryant","martinezkayla@gmail.com","Male","1970-09-24","New",1970,55,"Group 30 - 60","PROD1007","Physical","Groceries",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2024-11-19","Card","2024-11-19",6.48,"Cancelled",0,"No Comment","No Rating",297.96,98.57999999999998,32.86
"ORD10943",2,"2023-01-14",2023,"CUST1039","Brittany Farmer","ufox@gmail.com","Other","1987-04-09","New",1987,38,"Group 30 - 60","PROD1043","Determine","Groceries",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2023-01-18","Card","2023-01-17",4.3,"Cancelled",3,"Democrat admit forget service.","Average",198.64,65.72,32.86
"ORD10944",1,"2023-09-14",2023,"CUST1024","Matthew Foster","pwagner@aguilar.com","Male","1993-06-06","Regular",1993,32,"Group 30 - 60","PROD1044","Safe","Books",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2023-09-16","Card","2023-09-18",14.84,"Delayed",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10945",5,"2023-07-28",2023,"CUST1260","Katie Suarez","uschroeder@yahoo.com","Male","1997-11-17","VIP",1997,28,"Group 18 - 30","PROD1042","Network","Beauty",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2023-07-29","Card","2023-08-03",5.07,"Cancelled",0,"No Comment","No Rating",496.59999999999997,164.3,32.86
"ORD10946",3,"2023-10-08",2023,"CUST1394","Tamara Davis","zbell@hotmail.com","Male","1994-09-18","Regular",1994,31,"Group 30 - 60","PROD1043","Determine","Groceries",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2023-10-09","Card","2023-10-08",8.12,"Shipped",3,"Agency level debate factor his likely effort computer.","Average",297.96,98.57999999999998,32.86
"ORD10947",5,"2024-03-18",2024,"CUST1442","Robert Harrison","ebonyshepard@brady.com","Female","2006-11-06","VIP",2006,19,"Group 18 - 30","PROD1032","Final","Beauty",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-03-22","Card","2024-03-18",7.84,"Shipped",0,"No Comment","No Rating",496.59999999999997,164.3,32.86
"ORD10948",1,"2025-04-19",2025,"CUST1225","Benjamin Smith","samantharichard@yahoo.com","Female","1963-12-22","VIP",1963,62,"Group 60","PROD1016","Word","Books",99.32,66.46,0.3308497784937576,"Cash","Pending","2025-04-21","Cash","2025-04-25",2.16,"Delayed",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10949",5,"2025-04-16",2025,"CUST1471","Richard Cooper","kellyeric@moody.net","Female","1995-06-16","Regular",1995,30,"Group 18 - 30","PROD1047","Article","Clothing",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2025-04-16","Bank","2025-04-18",16.38,"Delayed",0,"No Comment","No Rating",496.59999999999997,164.3,32.86
"ORD10950",1,"2024-01-24",2024,"CUST1123","Michelle Harmon","malik37@thompson-sanders.com","Other","2000-01-07","Regular",2000,25,"Group 18 - 30","PROD1010","Or","Groceries",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-01-28","Card","2024-01-25",8,"Shipped",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10951",1,"2024-09-08",2024,"CUST1462","Riley Bryant","martinezkayla@gmail.com","Male","1970-09-24","New",1970,55,"Group 30 - 60","PROD1012","Lose","Beauty",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2024-09-09","Bank","2024-09-13",16.14,"Pending",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10952",5,"2024-04-27",2024,"CUST1037","Cassandra Gaines","leescott@hernandez-vaughn.biz","Other","2006-05-26","Loyal",2006,19,"Group 18 - 30","PROD1049","Owner","Groceries",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2024-04-28","Card","2024-05-02",17.28,"Cancelled",0,"No Comment","No Rating",496.59999999999997,164.3,32.86
"ORD10953",1,"2023-05-27",2023,"CUST1327","Trevor Johnson","hughescaroline@gordon-cruz.org","Female","2004-07-31","New",2004,21,"Group 18 - 30","PROD1010","Or","Groceries",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2023-05-28","Card","2023-05-27",17.79,"Pending",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10954",2,"2023-10-06",2023,"CUST1250","Isaiah Avila","rmiller@harris-carson.com","Other","1964-06-11","New",1964,61,"Group 60","PROD1030","Oil","Clothing",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2023-10-10","Card","2023-10-10",18.43,"Pending",4,"Box popular lot arm form development ask traditional anyone sea.","Good",198.64,65.72,32.86
"ORD10955",1,"2024-06-04",2024,"CUST1388","Sandra Drake","shanehaney@jackson-greer.org","Male","1982-09-08","VIP",1982,43,"Group 30 - 60","PROD1027","Son","Beauty",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2024-06-07","Card","2024-06-07",1.93,"Cancelled",2,"Upon care make book national important.","Bad",99.32,32.86,32.86
"ORD10956",4,"2024-09-21",2024,"CUST1175","Alex Hernandez","angelagreene@mitchell.com","Male","1977-03-29","Loyal",1977,48,"Group 30 - 60","PROD1043","Determine","Groceries",99.32,66.46,0.3308497784937576,"Cash","Paid","2024-09-24","Cash","2024-09-22",16.44,"Pending",0,"No Comment","No Rating",397.28,131.44,32.86
"ORD10957",1,"2024-08-28",2024,"CUST1089","Aimee Montoya","robin55@yahoo.com","Male","2004-02-12","Regular",2004,21,"Group 18 - 30","PROD1005","Role","Beauty",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-08-31","Card","2024-09-03",5.94,"Pending",1,"Not deal say stand article.","Very Bad",99.32,32.86,32.86
"ORD10958",4,"2024-03-09",2024,"CUST1401","Craig Morrison","kim62@hotmail.com","Female","2001-08-12","Loyal",2001,24,"Group 18 - 30","PROD1040","New","Clothing",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-03-11","Card","2024-03-14",19.96,"Shipped",4,"Mrs debate exactly wind hospital.","Good",397.28,131.44,32.86
"ORD10959",1,"2023-05-24",2023,"CUST1453","Cynthia Vang","kelleyjacob@kim.biz","Female","1971-10-08","VIP",1971,54,"Group 30 - 60","PROD1015","Here","Electronics",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2023-05-28","Card","2023-05-29",14.76,"Shipped",1,"American red knowledge space theory about point.","Very Bad",99.32,32.86,32.86
"ORD10960",1,"2023-10-16",2023,"CUST1036","Sherri Baker","ojackson@harvey.com","Other","1963-06-01","New",1963,62,"Group 60","PROD1003","Popular","Groceries",99.32,66.46,0.3308497784937576,"Credit Card","Failed","2023-10-17","Card","2023-10-18",3.67,"Cancelled",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10961",5,"2024-01-21",2024,"CUST1315","Jordan Chambers","john40@hotmail.com","Female","1984-06-08","Loyal",1984,41,"Group 30 - 60","PROD1034","Center","Beauty",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2024-01-23","Card","2024-01-23",19.61,"Pending",0,"No Comment","No Rating",496.59999999999997,164.3,32.86
"ORD10962",2,"2023-01-14",2023,"CUST1175","Alex Hernandez","angelagreene@mitchell.com","Male","1977-03-29","Loyal",1977,48,"Group 30 - 60","PROD1047","Article","Clothing",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2023-01-17","Card","2023-01-18",15.11,"Cancelled",3,"Nearly phone effect easy item.","Average",198.64,65.72,32.86
"ORD10963",2,"2023-09-14",2023,"CUST1460","Kelsey Rodriguez","riveramegan@gmail.com","Male","1995-12-01","VIP",1995,30,"Group 18 - 30","PROD1025","Ten","Electronics",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2023-09-14","Bank","2023-09-15",18.86,"Delayed",0,"No Comment","No Rating",198.64,65.72,32.86
"ORD10964",3,"2023-12-12",2023,"CUST1283","Shelia Wallace","delacruzbrandy@hotmail.com","Female","1959-12-14","New",1959,66,"Group 60","PROD1011","Cost","Electronics",99.32,66.46,0.3308497784937576,"Credit Card","Pending","2023-12-14","Card","2023-12-15",4.91,"Shipped",0,"No Comment","No Rating",297.96,98.57999999999998,32.86
"ORD10965",5,"2024-11-28",2024,"CUST1452","Alexander Brown","cannonlauren@hotmail.com","Female","2006-08-18","VIP",2006,19,"Group 18 - 30","PROD1010","Or","Groceries",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2024-11-30","Card","2024-12-04",19.77,"Shipped",0,"No Comment","No Rating",496.59999999999997,164.3,32.86
"ORD10966",5,"2023-12-11",2023,"CUST1460","Kelsey Rodriguez","riveramegan@gmail.com","Male","1995-12-01","VIP",1995,30,"Group 18 - 30","PROD1036","Run","Groceries",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2023-12-15","Card","2023-12-17",18.5,"Cancelled",0,"No Comment","No Rating",496.59999999999997,164.3,32.86
"ORD10967",2,"2024-02-04",2024,"CUST1080","Kelly Donovan","karenwells@gmail.com","Other","1964-06-19","New",1964,61,"Group 60","PROD1024","Hundred","Groceries",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2024-02-06","Bank","2024-02-04",1.25,"Cancelled",1,"Word herself past admit time thousand sure risk.","Very Bad",198.64,65.72,32.86
"ORD10968",5,"2023-07-26",2023,"CUST1113","Crystal Johnson","adamsnorman@moore.com","Other","1990-02-24","Regular",1990,35,"Group 30 - 60","PROD1017","Also","Groceries",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2023-07-30","Card","2023-07-31",14.99,"Cancelled",0,"No Comment","No Rating",496.59999999999997,164.3,32.86
"ORD10969",2,"2025-05-07",2025,"CUST1039","Brittany Farmer","ufox@gmail.com","Other","1987-04-09","New",1987,38,"Group 30 - 60","PROD1018","Better","Clothing",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2025-05-07","Card","2025-05-07",3.17,"Shipped",4,"Receive herself herself onto business.","Good",198.64,65.72,32.86
"ORD10970",5,"2023-06-21",2023,"CUST1300","Tanner Mitchell Dds","robertroach@hotmail.com","Other","1969-12-10","New",1969,56,"Group 30 - 60","PROD1022","Home","Electronics",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2023-06-22","Card","2023-06-24",8.17,"Cancelled",0,"No Comment","No Rating",496.59999999999997,164.3,32.86
"ORD10971",1,"2024-04-08",2024,"CUST1223","Theresa Clark","marycochran@weaver-thompson.com","Female","1968-08-11","VIP",1968,57,"Group 30 - 60","PROD1037","Trade","Books",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-04-09","Card","2024-04-10",5.6,"Cancelled",3,"Lead player source yes instead pull.","Average",99.32,32.86,32.86
"ORD10972",2,"2023-09-27",2023,"CUST1317","Ashley Hall","hwest@mcgee-smith.biz","Female","1987-11-19","VIP",1987,38,"Group 30 - 60","PROD1017","Also","Groceries",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2023-09-30","Card","2023-09-28",18.35,"Shipped",1,"Best speech reason would level approach.","Very Bad",198.64,65.72,32.86
"ORD10973",2,"2023-08-09",2023,"CUST1348","James Parks","willie87@williams-villanueva.com","Male","1991-02-22","Regular",1991,34,"Group 30 - 60","PROD1025","Ten","Electronics",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2023-08-12","Bank","2023-08-13",17.74,"Pending",0,"No Comment","No Rating",198.64,65.72,32.86
"ORD10974",4,"2023-06-01",2023,"CUST1114","Garrett Lin","sean41@miller.info","Male","2005-08-09","Regular",2005,20,"Group 18 - 30","PROD1005","Role","Beauty",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2023-06-01","Card","2023-06-01",16.18,"Shipped",4,"Bill along religious last under drop apply.","Good",397.28,131.44,32.86
"ORD10975",5,"2024-09-14",2024,"CUST1185","Dr. Hannah Patterson","smithderrick@martin.net","Male","1997-02-02","Regular",1997,28,"Group 18 - 30","PROD1003","Popular","Groceries",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2024-09-15","Card","2024-09-15",10.86,"Cancelled",3,"Control response and quality memory understand politics religious.","Average",496.59999999999997,164.3,32.86
"ORD10976",5,"2023-07-02",2023,"CUST1322","Johnathan Davis","petersonmaria@kelley-brooks.com","Female","1983-08-21","VIP",1983,42,"Group 30 - 60","PROD1043","Determine","Groceries",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2023-07-05","Card","2023-07-03",12.36,"Shipped",5,"Occur role office instead society sound young car imagine easy reflect.","Perfect",496.59999999999997,164.3,32.86
"ORD10977",2,"2024-02-03",2024,"CUST1055","Michael Lewis","lopezdonald@yahoo.com","Other","2007-05-27","Loyal",2007,18,"Group 18","PROD1028","Late","Electronics",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2024-02-05","Bank","2024-02-09",8.33,"Shipped",0,"No Comment","No Rating",198.64,65.72,32.86
"ORD10978",1,"2025-04-30",2025,"CUST1039","Brittany Farmer","ufox@gmail.com","Other","1987-04-09","New",1987,38,"Group 30 - 60","PROD1033","Market","Books",99.32,66.46,0.3308497784937576,"Cash","Paid","2025-05-04","Cash","2025-05-02",9.07,"Delayed",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10979",1,"2023-03-13",2023,"CUST1353","Michael Farrell","bmccoy@yahoo.com","Male","1980-11-26","Loyal",1980,45,"Group 30 - 60","PROD1016","Word","Books",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2023-03-16","Bank","2023-03-13",9.32,"Delayed",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10980",1,"2024-02-22",2024,"CUST1039","Brittany Farmer","ufox@gmail.com","Other","1987-04-09","New",1987,38,"Group 30 - 60","PROD1042","Network","Beauty",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-02-22","Card","2024-02-22",12.04,"Shipped",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10981",5,"2025-06-16",2025,"CUST1346","Sharon Boyd","caldwellsean@austin.com","Male","1971-04-07","VIP",1971,54,"Group 30 - 60","PROD1042","Network","Beauty",99.32,66.46,0.3308497784937576,"Cash","Paid","2025-06-17","Cash","2025-06-19",3.04,"Pending",0,"No Comment","No Rating",496.59999999999997,164.3,32.86
"ORD10982",4,"2023-10-10",2023,"CUST1460","Kelsey Rodriguez","riveramegan@gmail.com","Male","1995-12-01","VIP",1995,30,"Group 18 - 30","PROD1015","Here","Electronics",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2023-10-10","Card","2023-10-16",7.05,"Pending",0,"No Comment","No Rating",397.28,131.44,32.86
"ORD10983",2,"2023-03-15",2023,"CUST1236","Andrew Reynolds","shannonlloyd@phillips.com","Female","1983-10-23","VIP",1983,42,"Group 30 - 60","PROD1001","Remember","Clothing",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2023-03-19","Bank","2023-03-16",14.82,"Pending",0,"No Comment","No Rating",198.64,65.72,32.86
"ORD10984",3,"2023-12-21",2023,"CUST1288","Lisa Allen","barbaramoore@anderson.biz","Female","1995-09-11","Loyal",1995,30,"Group 18 - 30","PROD1033","Market","Books",99.32,66.46,0.3308497784937576,"Cash","Paid","2023-12-25","Cash","2023-12-27",2.55,"Shipped",0,"No Comment","No Rating",297.96,98.57999999999998,32.86
"ORD10985",4,"2024-12-27",2024,"CUST1261","Desiree Tyler","lopezjason@yahoo.com","Female","2004-10-14","Loyal",2004,21,"Group 18 - 30","PROD1007","Physical","Groceries",99.32,66.46,0.3308497784937576,"Cash","Paid","2024-12-27","Cash","2025-01-01",1.03,"Delayed",5,"Century usually wall thus similar population may simple.","Perfect",397.28,131.44,32.86
"ORD10986",3,"2024-05-11",2024,"CUST1215","Anthony Everett","mendezchristina@phillips.com","Female","1964-12-08","VIP",1964,61,"Group 60","PROD1012","Lose","Beauty",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-05-14","Card","2024-05-14",15.47,"Pending",2,"Each beautiful form message play religious not activity determine space.","Bad",297.96,98.57999999999998,32.86
"ORD10987",4,"2023-11-24",2023,"CUST1146","Victoria Larson","kcarlson@yahoo.com","Other","1999-08-29","Regular",1999,26,"Group 18 - 30","PROD1041","Job","Clothing",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2023-11-27","Card","2023-11-25",18.3,"Cancelled",0,"No Comment","No Rating",397.28,131.44,32.86
"ORD10988",1,"2024-06-18",2024,"CUST1335","Andrea Hubbard","yyoung@roberts.biz","Male","1994-12-14","VIP",1994,31,"Group 30 - 60","PROD1007","Physical","Groceries",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2024-06-19","Bank","2024-06-21",4.14,"Cancelled",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10989",5,"2024-08-02",2024,"CUST1167","Alyssa Day","erik41@ward.com","Male","1985-09-16","New",1985,40,"Group 30 - 60","PROD1029","Threat","Electronics",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-08-03","Card","2024-08-06",15.99,"Pending",1,"Nearly kitchen day age choose admit look.","Very Bad",496.59999999999997,164.3,32.86
"ORD10990",3,"2025-06-28",2025,"CUST1091","Brian Rodriguez","jerry93@pierce-harding.com","Male","1962-03-11","New",1962,63,"Group 60","PROD1031","Attention","Groceries",99.32,66.46,0.3308497784937576,"Cash","Failed","2025-06-30","Cash","2025-06-29",13.14,"Shipped",3,"Weight analysis experience news painting really understand different bed newspaper.","Average",297.96,98.57999999999998,32.86
"ORD10991",4,"2024-03-22",2024,"CUST1352","Kerry Chavez Dds","brownlaura@jones.biz","Other","1992-06-29","VIP",1992,33,"Group 30 - 60","PROD1035","Campaign","Books",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2024-03-24","Card","2024-03-24",18.58,"Shipped",0,"No Comment","No Rating",397.28,131.44,32.86
"ORD10992",5,"2024-01-08",2024,"CUST1058","Brent Jordan","fowlershelia@yahoo.com","Other","2001-02-20","Loyal",2001,24,"Group 18 - 30","PROD1046","Population","Clothing",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2024-01-09","Card","2024-01-13",11.53,"Shipped",3,"Police dark bring together wide quickly.","Average",496.59999999999997,164.3,32.86
"ORD10993",3,"2023-12-28",2023,"CUST1058","Brent Jordan","fowlershelia@yahoo.com","Other","2001-02-20","Loyal",2001,24,"Group 18 - 30","PROD1029","Threat","Electronics",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2023-12-30","Bank","2023-12-28",6.02,"Delayed",0,"No Comment","No Rating",297.96,98.57999999999998,32.86
"ORD10994",2,"2023-04-03",2023,"CUST1303","Sara Fuller","aaronpowers@gmail.com","Male","2006-07-27","Loyal",2006,19,"Group 18 - 30","PROD1000","Color","Clothing",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2023-04-03","Card","2023-04-09",3.68,"Shipped",4,"Score let single idea action rest.","Good",198.64,65.72,32.86
"ORD10995",4,"2023-11-17",2023,"CUST1168","Joel Williams","ugarrett@fischer.com","Male","1992-09-11","VIP",1992,33,"Group 30 - 60","PROD1042","Network","Beauty",99.32,66.46,0.3308497784937576,"Bank Transfer","Pending","2023-11-20","Bank","2023-11-17",17.16,"Cancelled",0,"No Comment","No Rating",397.28,131.44,32.86
"ORD10996",2,"2023-11-20",2023,"CUST1268","Cynthia Rowe","frank41@yahoo.com","Female","1956-04-29","VIP",1956,69,"Group 60","PROD1038","Face","Clothing",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2023-11-22","Card","2023-11-26",15.49,"Cancelled",4,"Respond involve card whom give spring manage far focus specific word.","Good",198.64,65.72,32.86
"ORD10997",1,"2024-01-19",2024,"CUST1362","Bryan Gomez","dannylambert@hotmail.com","Female","1975-04-08","New",1975,50,"Group 30 - 60","PROD1016","Word","Books",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2024-01-21","Card","2024-01-22",10.6,"Delayed",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD10998",2,"2024-07-28",2024,"CUST1044","Angelica Tucker","kellyroberts@hotmail.com","Male","1998-12-05","Loyal",1998,27,"Group 18 - 30","PROD1019","Special","Electronics",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2024-07-28","Card","2024-08-03",4.11,"Shipped",5,"Machine decide American fear contain family you every large nearly.","Perfect",198.64,65.72,32.86
"ORD10999",2,"2025-01-05",2025,"CUST1344","Kayla Rodriguez","zdaniels@bailey.com","Male","1985-08-20","Loyal",1985,40,"Group 30 - 60","PROD1023","Water","Clothing",99.32,66.46,0.3308497784937576,"Cash","Paid","2025-01-09","Cash","2025-01-06",13.3,"Delayed",0,"No Comment","No Rating",198.64,65.72,32.86
"ORD11000",4,"2025-01-06",2025,"CUST1180","Alexander Collins","zhenderson@gmail.com","Male","1955-10-17","Loyal",1955,70,"Group 60","PROD1049","Owner","Groceries",99.32,66.46,0.3308497784937576,"E-wallet","Paid","2025-01-07","Card","2025-01-12",2.61,"Delayed",0,"No Comment","No Rating",397.28,131.44,32.86
"ORD11001",1,"2025-05-30",2025,"CUST1169","Daniel Murphy","thomasanderson@stone.com","Female","2003-01-10","VIP",2003,22,"Group 18 - 30","PROD1021","Future","Electronics",99.32,66.46,0.3308497784937576,"Credit Card","Failed","2025-05-30","Card","2025-05-31",3.59,"Cancelled",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD11002",2,"2023-12-12",2023,"CUST1355","Jesse Perez","howardwesley@buchanan-turner.com","Other","2006-08-12","Regular",2006,19,"Group 18 - 30","PROD1028","Late","Electronics",99.32,66.46,0.3308497784937576,"Cash","Paid","2023-12-16","Cash","2023-12-12",1.26,"Cancelled",0,"No Comment","No Rating",198.64,65.72,32.86
"ORD11003",5,"2025-04-28",2025,"CUST1190","Debra Morton","brandoncox@white.net","Male","1958-10-06","Loyal",1958,67,"Group 60","PROD1021","Future","Electronics",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2025-04-28","Bank","2025-05-01",5.23,"Cancelled",1,"These laugh blue what argue significant across growth.","Very Bad",496.59999999999997,164.3,32.86
"ORD11004",3,"2023-04-13",2023,"CUST1154","Brenda Hall","michelle17@gmail.com","Male","1970-04-10","Loyal",1970,55,"Group 30 - 60","PROD1043","Determine","Groceries",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2023-04-16","Card","2023-04-16",4.22,"Cancelled",2,"Green serious police magazine just surface enjoy begin.","Bad",297.96,98.57999999999998,32.86
"ORD11005",2,"2023-08-03",2023,"CUST1421","Maria Jones","christine79@yahoo.com","Male","1965-06-04","VIP",1965,60,"Group 30 - 60","PROD1008","Page","Groceries",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2023-08-03","Bank","2023-08-03",2.29,"Delayed",0,"No Comment","No Rating",198.64,65.72,32.86
"ORD11006",1,"2023-07-11",2023,"CUST1187","Samantha Garcia","rogersruben@brown.com","Other","1970-08-13","New",1970,55,"Group 30 - 60","PROD1036","Run","Groceries",99.32,66.46,0.3308497784937576,"Cash","Pending","2023-07-11","Cash","2023-07-12",12,"Pending",0,"No Comment","No Rating",99.32,32.86,32.86
"ORD11007",2,"2024-11-02",2024,"CUST1006","Abigail Shaffer","william13@young.com","Other","2000-05-20","New",2000,25,"Group 18 - 30","PROD1009","Store","Electronics",99.32,66.46,0.3308497784937576,"Bank Transfer","Paid","2024-11-05","Bank","2024-11-05",10.86,"Delayed",0,"No Comment","No Rating",198.64,65.72,32.86
"ORD11008",3,"2025-06-02",2025,"CUST1132","Mary Marshall","mackdiane@jackson-salazar.org","Male","1958-08-20","New",1958,67,"Group 60","PROD1035","Campaign","Books",99.32,66.46,0.3308497784937576,"Credit Card","Paid","2025-06-03","Card","2025-06-04",15.06,"Delayed",0,"No Comment","No Rating",297.96,98.57999999999998,32.86
