customer_id,name,email,gender,birthdate,category
CUST1343,Nichole Alvarez,susanmeyer@hotmail.com,Male,1985-04-10,VIP
CUST1344,Kayla Rodriguez,zdaniels@bailey.com,Male,1985-08-20,Loyal
CUST1345,Theresa Williams,kelly98@yahoo.com,Male,1957-06-06,Regular
CUST1346,Sharon Boyd,caldwellsean@austin.com,Male,1971-04-07,VIP
CUST1347,Victor Brown,cruzamber@yahoo.com,Female,1989-11-03,Loyal
CUST1348,James Parks,willie87@williams-villanueva.com,Male,1991-02-22,Regular
CUST1349,Theodore Jones Jr.,vaughangary@hotmail.com,Other,1981-06-18,Regular
CUST1350,Ana Hill,clarkcrystal@hancock.com,Other,2004-07-27,VIP
CUST1351,Kimberly Nguyen,elucas@parks.com,Male,1957-03-19,VIP
CUST1352,Kerry Chavez DDS,brownlaura@jones.biz,Other,1992-06-29,VIP
CUST1353,Michael Farrell,bmccoy@yahoo.com,Male,1980-11-26,Loyal
CUST1354,Patricia Le,inunez@may.com,Male,1989-08-31,VIP
CUST1355,Jesse Perez,howardwesley@buchanan-turner.com,Other,2006-08-12,Regular
CUST1356,Jesse Perry,qjames@gmail.com,Male,1997-06-16,Regular
CUST1357,Jeffery Ortega,amandataylor@yahoo.com,Other,1957-11-24,VIP
CUST1358,Christian Leblanc,kennetheaton@hotmail.com,Female,1967-06-18,VIP
CUST1359,Ronald Davis,spencerangela@gmail.com,Male,1974-05-11,New
CUST1360,Parker Cain,armstrongphillip@arroyo.com,Female,1984-06-15,Regular
CUST1361,Laurie Hoffman,gwhitehead@martin.org,Other,1981-08-18,Loyal
CUST1362,Bryan Gomez,dannylambert@hotmail.com,Female,1975-04-08,New
CUST1363,Nicole Parrish,enewman@powers-king.com,Female,2007-03-11,VIP
CUST1364,Tracy Burke,michael31@yahoo.com,Other,1973-12-31,VIP
CUST1365,Kenneth Lewis,louishayes@hopkins.org,Female,1985-12-08,Regular
CUST1366,Courtney Rodriguez,susan20@yahoo.com,Female,1965-11-15,VIP
CUST1367,Holly Farmer,jenniferdavidson@larsen-taylor.com,Other,1983-04-17,Loyal
CUST1368,Renee Bruce,xgriffin@yahoo.com,Female,1974-07-30,Regular
CUST1369,Sabrina Austin,thompsoncatherine@yahoo.com,Other,1996-04-07,VIP
CUST1370,Allison Hickman,josemercado@luna.net,Female,1958-04-03,Regular
CUST1371,Debra White,nhammond@arnold.net,Other,2001-06-29,VIP
CUST1372,Ellen Morgan,michaelwalker@hotmail.com,Other,1989-09-21,VIP
CUST1373,Sergio Knight,stevendixon@yahoo.com,Female,1964-03-22,VIP
CUST1374,Charles Schultz,batesmelanie@hotmail.com,Female,1986-02-02,Loyal
CUST1375,Paul Lewis,seanwhite@hopkins.info,Female,1998-07-05,Loyal
CUST1376,Glen Wood,robinsontony@gmail.com,Male,1985-04-13,Regular
CUST1377,Paula Bradley,jim38@yahoo.com,Male,1960-09-11,VIP
CUST1378,Anthony Moore,chardin@gmail.com,Male,2003-09-20,VIP
CUST1379,Megan Nelson,padillaadrienne@yahoo.com,Other,1988-08-11,Loyal
CUST1380,Karla Ramos,nicholasgray@hotmail.com,Female,1962-03-30,VIP
CUST1381,Paul Wilson,nicholas38@gomez-parrish.info,Other,1966-10-11,Loyal
CUST1382,Douglas Gregory,shawdon@gmail.com,Male,2007-07-15,VIP
CUST1383,Mr. Andrew Foster,robertsonjuan@lopez.org,Female,1994-05-20,Regular
CUST1384,Aimee Turner,robertrivera@olson.info,Other,2001-11-30,VIP
CUST1385,Chad Scott,deborahjenkins@williams.org,Female,1991-09-23,VIP
CUST1386,Adam Burgess,crystalwilliams@thomas.net,Other,1963-10-02,New
CUST1387,James Padilla,johnsjessica@yahoo.com,Female,1981-04-16,Loyal
CUST1388,Sandra Drake,shanehaney@jackson-greer.org,Male,1982-09-08,VIP
CUST1389,Scott Williams,cindydixon@ramsey.info,Male,1976-07-21,VIP
CUST1390,Thomas Atkins,nicholasanderson@harris.biz,Female,1985-03-23,New
CUST1391,Laura Mckinney,thompsonrachel@williams.com,Other,1956-03-28,New
CUST1392,Brian Smith,mhopkins@carey.biz,Male,1966-09-19,Loyal
CUST1393,Robert Montgomery,nancy86@gmail.com,Male,1985-06-01,New
CUST1394,Tamara Davis,zbell@hotmail.com,Male,1994-09-18,Regular
CUST1395,Dana Chapman,eanderson@kent.com,Female,2003-01-14,New
CUST1396,Jennifer Collins,jacob09@hotmail.com,Female,1968-04-14,Regular
CUST1397,Gary Jackson,brooksjamie@ortiz-rodriguez.biz,Other,1985-06-26,Loyal
CUST1398,Ashley Hicks,melissa69@yahoo.com,Other,1960-09-05,Loyal
CUST1399,Hannah Luna,afischer@hotmail.com,Other,1971-07-24,Loyal
CUST1400,Robin Young,mitchellpeters@yahoo.com,Female,1976-08-05,Loyal
CUST1401,Craig Morrison,kim62@hotmail.com,Female,2001-08-12,Loyal
CUST1402,Mary Thompson,seanlyons@garcia.biz,Other,1998-09-05,Regular
CUST1403,Kathleen Webster,martintamara@gmail.com,Other,2002-12-16,Regular
CUST1404,Joann Glass,thomasburke@brown.com,Female,1965-09-14,Loyal
CUST1405,Madison Weber,ramseysarah@mendez-meyer.org,Other,2003-06-06,New
CUST1406,Lori Hernandez,daniellegonzales@jefferson.com,Male,2004-06-10,VIP
CUST1407,Jeremy Turner,bowerswilliam@hall.com,Female,1962-12-13,Loyal
CUST1408,Anthony Romero,christopherhill@gomez-foster.org,Other,1960-09-30,New
CUST1409,Jesse Brown,mclaughlincasey@dunn.net,Female,1962-04-24,VIP
CUST1410,Angela Lin,sylvia43@hotmail.com,Male,2002-08-08,Loyal
CUST1411,Lisa Hunter,kspears@green.net,Female,1985-02-14,Loyal
CUST1412,Julian Conner,gordonmatthew@pratt.net,Female,1997-09-09,Regular
CUST1413,Joanna Pacheco,kchurch@yahoo.com,Female,1979-03-30,VIP
CUST1414,Erica Alvarez,susan77@atkins.biz,Female,1960-05-07,VIP
CUST1415,Antonio Garcia,laurengutierrez@black-smith.com,Male,1990-03-10,New
CUST1416,Gwendolyn Klein,christopher51@velazquez.org,Female,2002-09-03,Regular
CUST1417,Carrie Wright,staceyvega@gmail.com,Female,1980-09-05,Regular
CUST1418,Jeffrey Mills,jimmyallen@yahoo.com,Other,2004-01-03,Regular
CUST1419,Jake Campbell,jameswright@kelly.com,Female,1989-05-12,Regular
CUST1420,George Harper,duranamber@gmail.com,Other,1996-03-12,VIP
CUST1421,Maria Jones,christine79@yahoo.com,Male,1965-06-04,VIP
CUST1422,Michael Mitchell,traceymoon@yahoo.com,Male,1980-04-24,Loyal
CUST1423,Mary Escobar,karenanderson@hotmail.com,Male,1991-12-29,Loyal
CUST1424,Felicia Aguilar,cayers@hotmail.com,Male,1980-06-11,Regular
CUST1425,Gregory Ponce,xdalton@gmail.com,Other,1957-07-13,Regular
CUST1426,Jenna Larson,wolfesteve@hotmail.com,Female,2006-10-28,Regular
CUST1427,Emily Bennett,craignicolas@nguyen.com,Male,1966-03-04,Loyal
CUST1428,Robin Santiago,joel79@diaz-jimenez.com,Female,1977-05-09,New
CUST1429,Nancy Jennings,michael64@yahoo.com,Other,1993-01-09,New
CUST1430,Maria Henderson,tiffanyparks@le.net,Other,1999-06-04,Loyal
CUST1431,Jack White,zgonzalez@hotmail.com,Other,1964-10-03,Loyal
CUST1432,Travis Tucker,lshaffer@porter-cowan.net,Male,1965-07-29,Loyal
CUST1433,Chad Jones,jevans@hotmail.com,Female,1964-05-20,Loyal
CUST1434,Ashley Wise,kgarcia@lewis.info,Female,1966-09-18,Loyal
CUST1435,Sophia Johnson,qgarner@ward-grant.com,Female,2006-11-19,Loyal
CUST1436,Ralph Anderson,jenkinsmichael@hotmail.com,Other,2002-12-31,Regular
CUST1437,Christopher Guerra,tiffanymitchell@nunez-freeman.info,Male,1958-01-13,Regular
CUST1438,Rhonda Martin,daustin@frye.com,Other,1983-02-04,Regular
CUST1439,Jason Rhodes,esweeney@gmail.com,Other,1975-07-04,Regular
CUST1440,Jeremy Mitchell,jeremy54@adams.info,Female,1975-08-10,Loyal
CUST1441,Joann Ferguson,lgutierrez@gmail.com,Other,2004-03-25,New
CUST1442,Robert Harrison,ebonyshepard@brady.com,Female,2006-11-06,VIP
CUST1443,Holly Valentine,bkelley@warren-ferrell.com,Male,1984-11-28,Loyal
CUST1444,Mrs. Diane Reyes,christopherhuynh@yahoo.com,Female,1974-03-12,VIP
CUST1445,Tracy Montoya,johnmitchell@hotmail.com,Male,1997-03-04,New
CUST1446,Brenda Wright,alisonjackson@alvarado.info,Female,1966-11-03,Regular
CUST1447,Shelly Spencer,amy28@gmail.com,Other,1962-07-17,New
CUST1448,Ryan Rosales,omills@hotmail.com,Other,1963-07-01,Loyal
CUST1449,Phillip Nelson,timothy31@yahoo.com,Male,1968-05-06,Regular
CUST1450,Brittany Kim,robert24@gmail.com,Male,1954-10-13,Loyal
CUST1451,Courtney Hayes,mauriceharrison@watts.info,Male,1996-11-27,Regular
CUST1452,Alexander Brown,cannonlauren@hotmail.com,Female,2006-08-18,VIP
CUST1453,Cynthia Vang,kelleyjacob@kim.biz,Female,1971-10-08,VIP
CUST1454,Alfred Galvan,josehenderson@gmail.com,Male,1955-05-17,VIP
CUST1455,Marie Moody,deborah84@yahoo.com,Other,1985-10-02,New
CUST1456,Dustin Gallegos,whitekeith@gibson.info,Female,1988-05-28,Loyal
CUST1457,Brenda Thornton,andrew08@lopez.com,Female,1988-06-22,New
CUST1458,Aaron Miller,jenniferacosta@gmail.com,Female,1991-07-12,VIP
CUST1459,Ruben Dunn,alexisrobinson@collins-lloyd.com,Male,1954-12-07,Loyal
CUST1460,Kelsey Rodriguez,riveramegan@gmail.com,Male,1995-12-01,VIP
CUST1461,Eric Williams,kimberly18@white-huang.com,Male,1988-02-15,New
CUST1462,Riley Bryant,martinezkayla@gmail.com,Male,1970-09-24,New
CUST1463,Taylor Carlson,cwright@gmail.com,Male,1969-04-20,New
CUST1464,Jose Allen,boydtina@yahoo.com,Other,1994-08-13,VIP
CUST1465,Jeffrey Mendez,sharon20@hotmail.com,Other,1999-06-03,Loyal
CUST1466,Jason Beck,timothy43@clay-boyer.com,Male,1986-11-30,Loyal
CUST1467,William Jones,cynthianguyen@bauer.com,Female,1985-06-02,VIP
CUST1468,Katie Mcneil,albertwilliams@hotmail.com,Male,1982-06-15,Loyal
CUST1469,Jeanette Harrison,nathandavis@gmail.com,Other,1984-08-11,VIP
CUST1470,Veronica King,parksmatthew@hotmail.com,Other,1959-12-12,Loyal
CUST1471,Richard Cooper,kellyeric@moody.net,Female,1995-06-16,Regular
CUST1472,Lori Ingram,bquinn@hotmail.com,Other,1995-05-19,Regular
CUST1473,Evelyn Williams,jennifer40@yahoo.com,Male,1954-12-28,New
CUST1474,Robin Thompson,amy73@hotmail.com,Female,1971-03-13,Regular
CUST1475,Julie Dominguez,mario74@rocha.com,Male,1991-10-16,Regular
CUST1476,Robin Brown,lori85@yahoo.com,Male,1973-06-20,Regular
CUST1477,Judith Carter,bgross@vincent.com,Female,1996-09-19,VIP
CUST1478,Curtis Williams,alexandriajimenez@hotmail.com,Male,1997-04-27,Regular
CUST1479,Kaylee Hays,marcus51@mills.com,Other,1992-06-25,Regular
CUST1480,Dawn Mullins,morganharris@lee-johnson.biz,Male,1968-09-02,New
CUST1481,Howard Norman,brandon39@hotmail.com,Female,1957-11-14,Regular
CUST1482,Evelyn Martinez,conradjason@hebert-collier.info,Female,1967-02-14,Regular
CUST1483,Steve Paul,angela65@brown.com,Female,1964-08-18,Loyal
CUST1484,Jasmine Beltran,blackburnsusan@gmail.com,Male,1958-04-16,New
CUST1485,Jonathan Glass MD,amandalopez@sandoval.net,Female,1998-12-31,New
CUST1486,Monica Miller,mirandabarbara@hotmail.com,Female,1978-04-17,New
CUST1487,Samantha Gardner,kandrade@gmail.com,Male,1957-01-15,New
CUST1488,Bobby Guerrero,diane89@yahoo.com,Other,1964-06-08,New
CUST1489,Lance Simmons,andrea55@yahoo.com,Male,1956-10-01,New
CUST1490,Heather Williams,charlene98@gmail.com,Female,1999-12-07,VIP
CUST1491,Heather Bolton,michael77@yahoo.com,Female,1993-11-18,Regular
CUST1492,William Gould,birdcaitlin@taylor.com,Male,1995-08-06,New
CUST1493,Mark Cox,andrew48@hawkins.com,Other,1974-11-07,Regular
CUST1494,Meghan Cisneros,eric45@hotmail.com,Female,1977-01-27,Regular
CUST1495,Lawrence Harrington,jonathanevans@ross.com,Female,1960-07-05,VIP
CUST1496,Austin Osborne,tracynolan@hotmail.com,Female,1957-11-17,New
CUST1497,James Bradley,benjamin96@deleon.com,Male,1961-12-14,Loyal
CUST1498,Meghan Rush,hconrad@gmail.com,Female,1982-12-01,VIP
CUST1499,Phillip Berry,hbrown@flores.com,Other,1966-09-03,Loyal
