"order_id","quantity","order_date","flag_quantity","year_of_order","month_of_order","customer_id","name","email","gender","birthdate","type_customer","product_id","product_name","category","price","cost","new column","profit_margin","cost_ratio","price_range","payment_method","payment_status","payment_date","payment_group","pay_year","shipping_id","shipping_method","shipping_status","shipping_date","shipping_type_group"
"ORD10229",1,"2023-02-26","Valid",2023,2,"CUST1419","Jake Campbell","jameswright@kelly.com","Female","1989-05-12","Regular","PROD1024","Hundred","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2023-03-02","Digital",2023,"SHP9229","Standard","Delivered","2023-03-03","Normal"
"ORD10230",4,"2024-07-15","Valid",2024,7,"CUST1156","Joshua Perry","kristenli@hudson.com","Other","1989-02-23","Regular","PROD1026","Author","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Cash","Pending","2024-07-17","Digital",2024,"SHP9230","Express","Delivered","2024-07-21","Fast"
"ORD10231",3,"2023-03-12","Valid",2023,3,"CUST1037","Cassandra Gaines","leescott@hernandez-vaughn.biz","Other","2006-05-26","Loyal","PROD1045","Determine","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2023-03-14","Bank",2023,"SHP9231","Same Day","Delivered","2023-03-16","Fast"
"ORD10232",2,"2025-06-29","Valid",2025,6,"CUST1440","Jeremy Mitchell","jeremy54@adams.info","Female","1975-08-10","Loyal","PROD1022","Home","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2025-07-01","Digital",2025,"SHP9232","Same Day","Delivered","2025-07-04","Fast"
"ORD10233",4,"2024-08-16","Valid",2024,8,"CUST1096","Aaron Wise","nbrooks@estrada.info","Male","1964-08-04","New","PROD1029","Threat","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2024-08-16","Bank",2024,"SHP9233","Standard","Delivered","2024-08-20","Normal"
"ORD10234",4,"2024-01-07","Valid",2024,1,"CUST1484","Jasmine Beltran","blackburnsusan@gmail.com","Male","1958-04-16","New","PROD1044","Safe","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2024-01-07","Card",2024,"SHP9234","Express","Delivered","2024-01-11","Fast"
"ORD10235",4,"2024-09-08","Valid",2024,9,"CUST1410","Angela Lin","sylvia43@hotmail.com","Male","2002-08-08","Loyal","PROD1046","Population","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2024-09-08","Card",2024,"SHP9235","Standard","Delivered","2024-09-13","Normal"
"ORD10236",2,"2024-08-22","Valid",2024,8,"CUST1438","Rhonda Martin","daustin@frye.com","Other","1983-02-04","Regular","PROD1022","Home","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-08-22","Digital",2024,"SHP9236","Express","Delivered","2024-08-25","Fast"
"ORD10237",2,"2024-05-28","Valid",2024,5,"CUST1288","Lisa Allen","barbaramoore@anderson.biz","Female","1995-09-11","Loyal","PROD1048","Boy","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-05-29","Digital",2024,"SHP9237","Express","Delivered","2024-05-30","Fast"
"ORD10238",5,"2025-05-21","Valid",2025,5,"CUST1253","Barbara Dudley","perryeddie@hotmail.com","Male","2006-08-18","Regular","PROD1046","Population","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2025-05-24","Bank",2025,"SHP9238","Same Day","Delivered","2025-05-25","Fast"
"ORD10239",5,"2023-03-25","Valid",2023,3,"CUST1195","Allen Rosales","kellymueller@hotmail.com","Female","1992-04-22","VIP","PROD1019","Special","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2023-03-28","Digital",2023,"SHP9239","Standard","Delivered","2023-03-26","Normal"
"ORD10240",1,"2023-02-12","Valid",2023,2,"CUST1085","Daniel Baker","vclark@krueger-smith.com","Female","2001-03-07","New","PROD1017","Also","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2023-02-14","Digital",2023,"SHP9240","Same Day","Delivered","2023-02-17","Fast"
"ORD10241",2,"2024-10-27","Valid",2024,10,"CUST1321","Charles Shah","jennifer11@hotmail.com","Other","1971-05-03","New","PROD1017","Also","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-10-31","Digital",2024,"SHP9241","Same Day","In Transit","2024-11-02","Fast"
"ORD10242",2,"2025-04-18","Valid",2025,4,"CUST1009","Ryan Munoz","teresaday@owens-holmes.com","Other","1984-11-12","New","PROD1001","Remember","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2025-04-18","Digital",2025,"SHP9242","Same Day","Delivered","2025-04-21","Fast"
"ORD10243",2,"2024-08-28","Valid",2024,8,"CUST1004","Cristian Santos","jenna88@yahoo.com","Male","1964-12-19","New","PROD1003","Popular","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Failed","2024-08-31","Card",2024,"SHP9243","Standard","In Transit","2024-09-01","Normal"
"ORD10244",5,"2025-03-20","Valid",2025,3,"CUST1122","April Frost","pochoa@hotmail.com","Female","2002-02-03","VIP","PROD1029","Threat","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Pending","2025-03-23","Digital",2025,"SHP9244","Express","Delivered","2025-03-26","Fast"
"ORD10245",4,"2023-05-13","Valid",2023,5,"CUST1329","Ariana Jennings","jennifer83@gmail.com","Other","2003-07-21","Loyal","PROD1032","Final","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Failed","2023-05-13","Card",2023,"SHP9245","Express","Delivered","2023-05-16","Fast"
"ORD10246",3,"2024-01-30","Valid",2024,1,"CUST1352","Kerry Chavez Dds","brownlaura@jones.biz","Other","1992-06-29","VIP","PROD1035","Campaign","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2024-01-31","Card",2024,"SHP9246","Standard","Delivered","2024-02-04","Normal"
"ORD10247",5,"2023-03-06","Valid",2023,3,"CUST1117","Ashley Waller","ashleyjackson@jackson-adams.com","Other","1987-05-31","New","PROD1017","Also","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2023-03-07","Digital",2023,"SHP9247","Express","Delivered","2023-03-12","Fast"
"ORD10248",2,"2023-10-17","Valid",2023,10,"CUST1293","Margaret Coleman","ryan25@yahoo.com","Male","1967-01-23","Loyal","PROD1036","Run","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2023-10-20","Card",2023,"SHP9248","Standard","Delivered","2023-10-18","Normal"
"ORD10249",5,"2024-01-11","Valid",2024,1,"CUST1396","Jennifer Collins","jacob09@hotmail.com","Female","1968-04-14","Regular","PROD1018","Better","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2024-01-12","Card",2024,"SHP9249","Standard","Delivered","2024-01-15","Normal"
"ORD10250",1,"2025-02-07","Valid",2025,2,"CUST1158","Melissa Gates","rsellers@martinez.com","Male","1961-04-27","VIP","PROD1046","Population","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2025-02-07","Digital",2025,"SHP9250","Express","Delivered","2025-02-11","Fast"
"ORD10251",2,"2024-04-11","Valid",2024,4,"CUST1302","Megan Le","jade42@kelley.info","Male","1982-05-07","Regular","PROD1027","Son","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2024-04-14","Card",2024,"SHP9251","Same Day","Delivered","2024-04-17","Fast"
"ORD10252",1,"2025-06-16","Valid",2025,6,"CUST1227","Michael Warner","janet69@rogers.com","Other","1991-05-20","VIP","PROD1039","Girl","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2025-06-16","Bank",2025,"SHP9252","Standard","Delivered","2025-06-19","Normal"
"ORD10253",2,"2023-08-01","Valid",2023,8,"CUST1364","Tracy Burke","michael31@yahoo.com","Other","1973-12-31","VIP","PROD1019","Special","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2023-08-02","Digital",2023,"SHP9253","Standard","Delivered","2023-08-06","Normal"
"ORD10254",5,"2023-05-28","Valid",2023,5,"CUST1215","Anthony Everett","mendezchristina@phillips.com","Female","1964-12-08","VIP","PROD1048","Boy","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2023-05-28","Digital",2023,"SHP9254","Standard","Delivered","2023-05-30","Normal"
"ORD10255",4,"2024-07-26","Valid",2024,7,"CUST1435","Sophia Johnson","qgarner@ward-grant.com","Female","2006-11-19","Loyal","PROD1032","Final","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-07-27","Digital",2024,"SHP9255","Standard","Delivered","2024-07-30","Normal"
"ORD10256",3,"2024-04-15","Valid",2024,4,"CUST1183","Ashley Barton","holly30@miller.com","Male","1978-06-28","VIP","PROD1011","Cost","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2024-04-16","Digital",2024,"SHP9256","Express","Delivered","2024-04-16","Fast"
"ORD10257",1,"2023-05-29","Valid",2023,5,"CUST1014","Dylan Miller","georgeweber@morgan.com","Female","1960-09-03","Loyal","PROD1014","Particular","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2023-05-29","Digital",2023,"SHP9257","Express","Delivered","2023-06-02","Fast"
"ORD10258",5,"2023-03-29","Valid",2023,3,"CUST1156","Joshua Perry","kristenli@hudson.com","Other","1989-02-23","Regular","PROD1040","New","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2023-03-30","Card",2023,"SHP9258","Standard","Delivered","2023-04-02","Normal"
"ORD10259",4,"2023-11-20","Valid",2023,11,"CUST1135","Jose Schultz","whitney71@perry-nixon.com","Other","2001-12-10","Regular","PROD1038","Face","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Pending","2023-11-22","Bank",2023,"SHP9259","Same Day","Delivered","2023-11-22","Fast"
"ORD10260",5,"2025-06-13","Valid",2025,6,"CUST1260","Katie Suarez","uschroeder@yahoo.com","Male","1997-11-17","VIP","PROD1001","Remember","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2025-06-13","Digital",2025,"SHP9260","Express","Delivered","2025-06-15","Fast"
"ORD10261",1,"2024-01-31","Valid",2024,1,"CUST1156","Joshua Perry","kristenli@hudson.com","Other","1989-02-23","Regular","PROD1028","Late","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-02-02","Digital",2024,"SHP9261","Same Day","Delivered","2024-02-05","Fast"
"ORD10262",3,"2025-02-28","Valid",2025,2,"CUST1046","John Pierce","danielyang@gmail.com","Female","1967-11-21","VIP","PROD1040","New","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Pending","2025-02-28","Bank",2025,"SHP9262","Same Day","Delivered","2025-03-04","Fast"
"ORD10263",5,"2024-02-08","Valid",2024,2,"CUST1323","Brandy Chavez","travisunderwood@griffith.com","Other","1982-02-04","Regular","PROD1009","Store","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-02-09","Digital",2024,"SHP9263","Standard","Delivered","2024-02-12","Normal"
"ORD10264",2,"2023-03-23","Valid",2023,3,"CUST1331","Colton Martinez","icraig@yahoo.com","Male","1981-05-13","VIP","PROD1001","Remember","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2023-03-24","Digital",2023,"SHP9264","Express","Delivered","2023-03-26","Fast"
"ORD10265",4,"2024-10-02","Valid",2024,10,"CUST1172","Joshua Cooke","morenoalan@martin.com","Other","1971-05-18","Loyal","PROD1010","Or","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2024-10-05","Card",2024,"SHP9265","Standard","Delivered","2024-10-05","Normal"
"ORD10266",5,"2023-10-13","Valid",2023,10,"CUST1129","Megan Orr","jennifermccormick@gmail.com","Female","1957-07-02","Regular","PROD1012","Lose","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2023-10-16","Bank",2023,"SHP9266","Standard","Delivered","2023-10-19","Normal"
"ORD10267",4,"2024-01-17","Valid",2024,1,"CUST1410","Angela Lin","sylvia43@hotmail.com","Male","2002-08-08","Loyal","PROD1009","Store","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2024-01-19","Bank",2024,"SHP9267","Same Day","Delivered","2024-01-23","Fast"
"ORD10268",2,"2025-05-14","Valid",2025,5,"CUST1094","John Whitehead","jenniferfreeman@mooney.com","Male","1971-01-30","New","PROD1013","So","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2025-05-15","Digital",2025,"SHP9268","Same Day","Delivered","2025-05-15","Fast"
"ORD10269",3,"2025-03-02","Valid",2025,3,"CUST1114","Garrett Lin","sean41@miller.info","Male","2005-08-09","Regular","PROD1017","Also","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2025-03-05","Card",2025,"SHP9269","Same Day","Delivered","2025-03-03","Fast"
"ORD10270",3,"2023-09-27","Valid",2023,9,"CUST1242","Kevin Walters","bgonzalez@gmail.com","Other","1976-02-24","Loyal","PROD1008","Page","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2023-09-28","Digital",2023,"SHP9270","Standard","Cancelled","2023-09-30","Normal"
"ORD10271",2,"2023-10-19","Valid",2023,10,"CUST1419","Jake Campbell","jameswright@kelly.com","Female","1989-05-12","Regular","PROD1038","Face","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Failed","2023-10-19","Card",2023,"SHP9271","Standard","Delivered","2023-10-25","Normal"
"ORD10272",4,"2024-03-28","Valid",2024,3,"CUST1291","Stephanie Byrd","jeremywiley@anderson-reyes.org","Male","1998-09-30","Loyal","PROD1027","Son","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2024-03-31","Digital",2024,"SHP9272","Standard","Delivered","2024-03-29","Normal"
"ORD10273",5,"2024-12-15","Valid",2024,12,"CUST1281","Tammie Bright","destiny35@garner.biz","Other","1956-04-26","New","PROD1002","Feel","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-12-17","Digital",2024,"SHP9273","Standard","Delivered","2024-12-19","Normal"
"ORD10274",2,"2023-01-24","Valid",2023,1,"CUST1298","Keith Jennings","qmartinez@yahoo.com","Female","1965-09-08","VIP","PROD1019","Special","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Cash","Pending","2023-01-27","Digital",2023,"SHP9274","Standard","Delivered","2023-01-30","Normal"
"ORD10275",1,"2025-05-12","Valid",2025,5,"CUST1282","Jessica Garcia","jorge47@gmail.com","Other","1978-12-28","Loyal","PROD1005","Role","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2025-05-13","Bank",2025,"SHP9275","Standard","Delivered","2025-05-14","Normal"
"ORD10276",4,"2023-11-07","Valid",2023,11,"CUST1068","James Brown","victoria67@yahoo.com","Female","1976-05-14","Regular","PROD1026","Author","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2023-11-11","Bank",2023,"SHP9276","Standard","Delivered","2023-11-13","Normal"
"ORD10277",3,"2024-04-05","Valid",2024,4,"CUST1147","Stephanie Salazar","tommymedina@hotmail.com","Other","1999-06-18","VIP","PROD1001","Remember","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2024-04-09","Bank",2024,"SHP9277","Standard","In Transit","2024-04-09","Normal"
"ORD10278",2,"2023-07-27","Valid",2023,7,"CUST1010","Monica Herrera","ryanbartlett@guerra.com","Other","2005-10-09","New","PROD1028","Late","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2023-07-28","Digital",2023,"SHP9278","Express","Delivered","2023-07-30","Fast"
"ORD10279",3,"2025-03-02","Valid",2025,3,"CUST1253","Barbara Dudley","perryeddie@hotmail.com","Male","2006-08-18","Regular","PROD1037","Trade","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2025-03-02","Bank",2025,"SHP9279","Express","Delivered","2025-03-07","Fast"
"ORD10280",4,"2024-12-17","Valid",2024,12,"CUST1329","Ariana Jennings","jennifer83@gmail.com","Other","2003-07-21","Loyal","PROD1002","Feel","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2024-12-20","Bank",2024,"SHP9280","Express","Delivered","2024-12-22","Fast"
"ORD10281",3,"2024-10-25","Valid",2024,10,"CUST1359","Ronald Davis","spencerangela@gmail.com","Male","1974-05-11","New","PROD1015","Here","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-10-29","Digital",2024,"SHP9281","Express","Delivered","2024-10-28","Fast"
"ORD10282",2,"2024-03-13","Valid",2024,3,"CUST1037","Cassandra Gaines","leescott@hernandez-vaughn.biz","Other","2006-05-26","Loyal","PROD1029","Threat","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-03-13","Digital",2024,"SHP9282","Standard","Delivered","2024-03-17","Normal"
"ORD10283",4,"2024-06-21","Valid",2024,6,"CUST1133","Daniel Kennedy","tammy61@gmail.com","Female","1973-11-14","VIP","PROD1039","Girl","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2024-06-22","Card",2024,"SHP9283","Standard","Delivered","2024-06-22","Normal"
"ORD10284",1,"2024-12-06","Valid",2024,12,"CUST1199","Nathan Freeman","jwoodward@hotmail.com","Male","1977-10-20","Loyal","PROD1001","Remember","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Pending","2024-12-06","Card",2024,"SHP9284","Same Day","Delivered","2024-12-12","Fast"
"ORD10285",2,"2023-12-02","Valid",2023,12,"CUST1022","Ethan Adams","kathrynjimenez@hotmail.com","Female","1960-02-28","New","PROD1016","Word","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2023-12-03","Card",2023,"SHP9285","Same Day","Delivered","2023-12-08","Fast"
"ORD10286",5,"2024-02-26","Valid",2024,2,"CUST1302","Megan Le","jade42@kelley.info","Male","1982-05-07","Regular","PROD1040","New","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2024-02-29","Digital",2024,"SHP9286","Express","Delivered","2024-02-27","Fast"
"ORD10287",2,"2025-01-19","Valid",2025,1,"CUST1345","Theresa Williams","kelly98@yahoo.com","Male","1957-06-06","Regular","PROD1011","Cost","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2025-01-19","Card",2025,"SHP9287","Same Day","Cancelled","2025-01-24","Fast"
"ORD10288",4,"2023-11-17","Valid",2023,11,"CUST1301","Heather Fields","daniel17@lynch.net","Male","1956-09-26","New","PROD1034","Center","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2023-11-20","Digital",2023,"SHP9288","Express","Delivered","2023-11-20","Fast"
"ORD10289",2,"2024-05-11","Valid",2024,5,"CUST1362","Bryan Gomez","dannylambert@hotmail.com","Female","1975-04-08","New","PROD1042","Network","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2024-05-11","Digital",2024,"SHP9289","Standard","Delivered","2024-05-14","Normal"
"ORD10290",1,"2024-08-09","Valid",2024,8,"CUST1395","Dana Chapman","eanderson@kent.com","Female","2003-01-14","New","PROD1000","Color","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2024-08-10","Card",2024,"SHP9290","Standard","Delivered","2024-08-11","Normal"
"ORD10291",1,"2023-06-12","Valid",2023,6,"CUST1217","Mark Brown","wcasey@stephens-washington.org","Other","1975-10-20","New","PROD1044","Safe","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2023-06-13","Card",2023,"SHP9291","Same Day","Delivered","2023-06-17","Fast"
"ORD10292",5,"2025-03-21","Valid",2025,3,"CUST1140","Cheyenne Horton","tprice@gmail.com","Other","1999-02-06","VIP","PROD1014","Particular","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2025-03-21","Digital",2025,"SHP9292","Standard","In Transit","2025-03-24","Normal"
"ORD10293",3,"2024-06-24","Valid",2024,6,"CUST1103","Christine Wright","vnewman@hotmail.com","Male","1985-03-03","VIP","PROD1025","Ten","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-06-25","Digital",2024,"SHP9293","Standard","Delivered","2024-06-26","Normal"
"ORD10294",4,"2023-06-14","Valid",2023,6,"CUST1445","Tracy Montoya","johnmitchell@hotmail.com","Male","1997-03-04","New","PROD1036","Run","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2023-06-16","Bank",2023,"SHP9294","Express","Delivered","2023-06-15","Fast"
"ORD10295",4,"2025-04-28","Valid",2025,4,"CUST1209","Brian Lee","jbond@pierce.com","Male","1997-02-09","Loyal","PROD1020","Firm","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Failed","2025-04-30","Bank",2025,"SHP9295","Same Day","Delivered","2025-05-03","Fast"
"ORD10296",3,"2024-11-28","Valid",2024,11,"CUST1472","Lori Ingram","bquinn@hotmail.com","Other","1995-05-19","Regular","PROD1048","Boy","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2024-12-01","Bank",2024,"SHP9296","Standard","Delivered","2024-12-03","Normal"
"ORD10297",1,"2024-07-19","Valid",2024,7,"CUST1480","Dawn Mullins","morganharris@lee-johnson.biz","Male","1968-09-02","New","PROD1030","Oil","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-07-21","Digital",2024,"SHP9297","Same Day","Delivered","2024-07-22","Fast"
"ORD10298",1,"2023-10-22","Valid",2023,10,"CUST1110","Richard Rodriguez","whenry@hotmail.com","Other","1968-12-17","VIP","PROD1024","Hundred","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2023-10-24","Digital",2023,"SHP9298","Standard","Delivered","2023-10-25","Normal"
"ORD10299",2,"2023-02-11","Valid",2023,2,"CUST1103","Christine Wright","vnewman@hotmail.com","Male","1985-03-03","VIP","PROD1022","Home","Electronics",99.32,66.46,"Electronics",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2023-02-15","Card",2023,"SHP9299","Express","Delivered","2023-02-15","Fast"
"ORD10300",5,"2023-10-12","Valid",2023,10,"CUST1315","Jordan Chambers","john40@hotmail.com","Female","1984-06-08","Loyal","PROD1023","Water","Clothing",99.32,66.46,"Clothing",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2023-10-16","Digital",2023,"SHP9300","Standard","Delivered","2023-10-13","Normal"
"ORD10301",5,"2024-01-22","Valid",2024,1,"CUST1170","Jamie Walton","lisa62@jones-reyes.com","Female","1956-01-03","Loyal","PROD1037","Trade","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2024-01-26","Digital",2024,"SHP9301","Same Day","Delivered","2024-01-23","Fast"
"ORD10302",5,"2023-05-18","Valid",2023,5,"CUST1459","Ruben Dunn","alexisrobinson@collins-lloyd.com","Male","1954-12-07","Loyal","PROD1027","Son","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","Credit Card","Paid","2023-05-22","Card",2023,"SHP9302","Same Day","In Transit","2023-05-24","Fast"
"ORD10303",2,"2023-07-06","Valid",2023,7,"CUST1491","Heather Bolton","michael77@yahoo.com","Female","1993-11-18","Regular","PROD1020","Firm","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Pending","2023-07-07","Digital",2023,"SHP9303","Express","Cancelled","2023-07-08","Fast"
"ORD10304",5,"2025-06-28","Valid",2025,6,"CUST1355","Jesse Perez","howardwesley@buchanan-turner.com","Other","2006-08-12","Regular","PROD1042","Network","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2025-07-01","Bank",2025,"SHP9304","Standard","Delivered","2025-06-30","Normal"
"ORD10305",3,"2024-12-16","Valid",2024,12,"CUST1495","Lawrence Harrington","jonathanevans@ross.com","Female","1960-07-05","VIP","PROD1017","Also","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Pending","2024-12-19","Bank",2024,"SHP9305","Express","In Transit","2024-12-20","Fast"
"ORD10306",2,"2024-03-06","Valid",2024,3,"CUST1323","Brandy Chavez","travisunderwood@griffith.com","Other","1982-02-04","Regular","PROD1035","Campaign","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Cash","Paid","2024-03-08","Digital",2024,"SHP9306","Same Day","Delivered","2024-03-12","Fast"
"ORD10307",3,"2024-07-07","Valid",2024,7,"CUST1132","Mary Marshall","mackdiane@jackson-salazar.org","Male","1958-08-20","New","PROD1034","Center","Beauty",99.32,66.46,"Beauty",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-07-10","Digital",2024,"SHP9307","Express","Delivered","2024-07-08","Fast"
"ORD10308",2,"2025-05-11","Valid",2025,5,"CUST1375","Paul Lewis","seanwhite@hopkins.info","Female","1998-07-05","Loyal","PROD1044","Safe","Books",99.32,66.46,"Books",0.3308497784937576,0.6691502215062425,"High Price","Bank Transfer","Paid","2025-05-13","Bank",2025,"SHP9308","Standard","Cancelled","2025-05-13","Normal"
"ORD10309",5,"2024-02-20","Valid",2024,2,"CUST1292","Jeremy Reed","cameronwilliams@yahoo.com","Other","1979-12-28","New","PROD1008","Page","Groceries",99.32,66.46,"Groceries",0.3308497784937576,0.6691502215062425,"High Price","E-wallet","Paid","2024-02-23","Digital",2024,"SHP9309","Standard","Delivered","2024-02-21","Normal"
