"order_id","customer_id","product_id","order_date","quantity","amount_cleaned","name","email","gender","birthdate","payment_id","payment_method","payment_status","payment_date","product_name","category","price_formatted","shipping_id","shipping_method","shipping_date","shipping_status","status"
"ORD10113","CUST1061","PROD1011","2024-10-03",5,"$42.16","Gerald Hensley","basschristina@yahoo.com","N/A","2006-12-05","PAY10109","Bank Transfer","Failed","2024-12-11","Admit","Groceries","$260.51","N/A","N/A",,"N/A","N/A"
"ORD10114","CUST1104","PROD1028","2024-12-17",5,"$237.61","Richard Henson","newmantiffany@gmail.com","N/A","1993-07-06","N/A","N/A","N/A","N/A","Leg","Clothing","$38.39","N/A","N/A",,"N/A","N/A"
"ORD10115","CUST1059","PROD1018","2025-07-06",3,"$352.98","John Daniel","pwilson@hotmail.com","N/A","1988-09-26","PAY10383","Cash","Completed","2024-11-24","Likely","Groceries","$41.69","N/A","N/A",,"N/A","N/A"
"ORD10116","CUST1018","PROD1043","2024-10-16",2,"$462.34 ","Lisa Jackson","mkim@gmail.com","Male","1996-02-12","N/A","N/A","N/A","N/A","Parent","Books","$237.69","SHP10063","Standard","2025-07-16","Delivered","Success"
"ORD10117","CUST1108","PROD1007","2025-02-15",5,"$116.28 ","Evelyn Galvan","benjaminzimmerman@warren-bishop.com","Male","1976-11-13","N/A","N/A","N/A","N/A","Space","Groceries","$37.35","SHP10351","Standard","2025-07-16","In Transit","Shipping"
"ORD10118","CUST1068","PROD1009","2024-11-17",1,"$34.52","James Brown","andersonmichael@chapman.com","Male","1996-05-13","N/A","N/A","N/A","N/A","Use","Clothing","$112.75","SHP10184","Pickup","2025-07-16","Delivered","Success"
"ORD10119","CUST1152","PROD1047","2025-05-13",5,"$460.99","Denise Jones","jenniferho@hotmail.com","Female","1982-05-13","N/A","N/A","N/A","N/A","Spring","Books","$237.17","N/A","N/A",,"N/A","N/A"
"ORD10120","CUST1031","PROD1029","2024-11-02",3,"$351.37","James Ferrell","seanwashington@yahoo.com","Male","1976-07-24","N/A","N/A","N/A","N/A","East","Electronics","$199.12","N/A","N/A",,"N/A","N/A"
"ORD10121","CUST1128","PROD1034","2024-12-10",4,"$221.69","Cameron Fisher","marydunn@hotmail.com","N/A","1992-07-25","N/A","N/A","N/A","N/A","Stand","Clothing","$78.55","SHP10023","Express","2025-07-16","Delivered","Success"
"ORD10122","CUST1110","PROD1047","2025-01-13",3,"$303.84","Richard Rodriguez","riveraangela@yahoo.com","Female","1984-08-10","N/A","N/A","N/A","N/A","Spring","Books","$237.17","SHP10286","Standard","2025-07-16","Delivered","Success"
"ORD10123","CUST1023","PROD1014","2025-02-08",5,"$295.63","Tommy Walter","zroberts@hotmail.com","Male","1976-11-08","PAY10302","Credit Card","Completed","2024-08-25","Audience","Groceries","$197.39","SHP10092","Standard","2025-07-16","In Transit","Shipping"
"ORD10124","CUST1195","PROD1043","2025-03-24",3,"$290.24 ","Allen Rosales","adampierce@russell.info","Male","1978-02-04","N/A","N/A","N/A","N/A","Parent","Books","$237.69","N/A","N/A",,"N/A","N/A"
"ORD10125","CUST1120","PROD1033","2024-12-02",4,"$458.46 ","Larry Dixon","xhammond@yahoo.com","Female","1958-04-29","N/A","N/A","N/A","N/A","Treat","Groceries","$228.53","N/A","N/A",,"N/A","N/A"
"ORD10126","CUST1149","PROD1027","2024-11-12",4,"$484.68","Stephanie Manning","wendymitchell@yahoo.com","N/A","1986-08-31","N/A","N/A","N/A","N/A","Interest","Clothing","$258.23","SHP10107","Standard","2025-07-16","Delivered","Success"
"ORD10127","CUST1089","PROD1026","2024-10-25",3,"$163.92","Aimee Montoya","djoyce@harris.com","Male","2005-11-25","N/A","N/A","N/A","N/A","Another","Electronics","$244.33","N/A","N/A",,"N/A","N/A"
"ORD10128","CUST1041","PROD1021","2024-12-02",4,"$348.37","Fred Smith","tjackson@williams.com","Male","1975-02-01","PAY10028","E-Wallet","Failed","2025-05-24","Score","Beauty","$50.65","N/A","N/A",,"N/A","N/A"
"ORD10129","CUST1169","PROD1025","2025-01-31",5,"$23.17","Daniel Murphy","kathrynjimenez@hotmail.com","Female","1991-03-29","N/A","N/A","N/A","N/A","Sit","Beauty","$31.86","N/A","N/A",,"N/A","N/A"
"ORD10130","CUST1080","PROD1016","2025-06-23",3,"$62.38","Kelly Donovan","danny49@gmail.com","Male","1991-12-01","N/A","N/A","N/A","N/A","Phone","Beauty","$221.18","N/A","N/A",,"N/A","N/A"
"ORD10131","CUST1131","PROD1000","2025-01-25",5,"$233.68","Dustin Jordan","jennifercarter@mendez.org","N/A","1975-07-06","N/A","N/A","N/A","N/A","Southern","Electronics","$166.38","SHP10131","Pickup","2025-07-16","In Transit","Shipping"
"ORD10132","CUST1048","PROD1033","2025-01-12",3,"$313.2","Joshua Blair","andrew64@gmail.com","Female","1979-01-03","PAY10115","Cash","Failed","2025-05-21","Treat","Groceries","$228.53","N/A","N/A",,"N/A","N/A"
"ORD10133","CUST1160","PROD1028","2024-08-23",1,"$105.76 ","Paul Castaneda","colleenmendez@gmail.com","N/A","1983-02-23","PAY10358","Credit Card","Failed","2025-04-08","Leg","Clothing","$38.39","SHP10293","Express","2025-07-16","Pending","Waiting"
"ORD10134","CUST1073","PROD1028","2025-05-23",4,"$65.11 ","Lauren Daniels","martinezclaudia@kelley.net","Male","1964-12-18","N/A","N/A","N/A","N/A","Leg","Clothing","$38.39","N/A","N/A",,"N/A","N/A"
"ORD10135","CUST1181","PROD1010","2025-04-22",3,"$277.67","Tina Sanders","mark16@parker.com","Female","1954-10-11","PAY10342","Credit Card","Pending","2025-06-24","Visit","Beauty","$129.22","SHP10174","Pickup","2025-07-16","In Transit","Shipping"
"ORD10136","CUST1023","PROD1014","2025-01-14",1,"$233.42","Tommy Walter","zroberts@hotmail.com","Male","1976-11-08","N/A","N/A","N/A","N/A","Audience","Groceries","$197.39","SHP10150","Standard","2025-07-16","Pending","Waiting"
"ORD10137","CUST1165","PROD1009","2025-05-07",4,"$466.66","John Anderson","vmarshall@hotmail.com","N/A","1980-02-07","PAY10045","Credit Card","Pending","2025-03-23","Use","Clothing","$112.75","SHP10114","Pickup","2025-07-16","Pending","Waiting"
"ORD10138","CUST1130","PROD1045","2025-06-07",3,"$210.67","Elizabeth Kelley","robertbauer@brown-copeland.info","Female","2000-04-27","PAY10240","Credit Card","Completed","2025-02-05","Participant","Groceries","$212.01","N/A","N/A",,"N/A","N/A"
"ORD10139","CUST1120","PROD1015","2024-11-17",4,"$277.88","Larry Dixon","xhammond@yahoo.com","Female","1958-04-29","N/A","N/A","N/A","N/A","Blood","Groceries","$27.58","SHP10472","Standard","2025-07-16","Delivered","Success"
"ORD10140","CUST1048","PROD1038","2025-07-06",5,"$374.41 ","Joshua Blair","andrew64@gmail.com","Female","1979-01-03","N/A","N/A","N/A","N/A","Figure","Electronics","$271.71","N/A","N/A",,"N/A","N/A"
"ORD10141","CUST1017","PROD1017","2024-10-02",4,"$173.24","Derek Zuniga","brooke94@martinez-barker.biz","Male","1966-06-25","PAY10262","Bank Transfer","Completed","2024-11-16","Along","Clothing","$242.17","SHP10151","Express","2025-07-16","Delivered","Success"
"ORD10142","CUST1000","PROD1018","2024-12-06",3,"$419.55","Allison Hill","fbrewer@mcguire-davis.com","N/A","1962-03-16","N/A","N/A","N/A","N/A","Likely","Groceries","$41.69","N/A","N/A",,"N/A","N/A"
"ORD10143","CUST1038","PROD1028","2024-11-14",5,"$244.75","Elizabeth Fowler","ofinley@hotmail.com","Female","2005-10-31","N/A","N/A","N/A","N/A","Leg","Clothing","$38.39","SHP10082","Express","2025-07-16","In Transit","Shipping"
"ORD10144","CUST1141","PROD1048","2024-12-23",5,"$191.72","David Douglas Jr.","manuel15@phillips.com","Male","1957-08-15","PAY10442","Cash","Completed","2025-06-08","Remember","Beauty","$201.94","SHP10490","Pickup","2025-07-16","In Transit","Shipping"
"ORD10145","CUST1048","PROD1044","2024-08-02",2,"$288.04 ","Joshua Blair","andrew64@gmail.com","Female","1979-01-03","N/A","N/A","N/A","N/A","From","Electronics","$92.72","N/A","N/A",,"N/A","N/A"
"ORD10146","CUST1198","PROD1026","2025-02-19",1,"$162.5","Adam Vaughan","nancy04@morrison.info","Female","1967-05-14","N/A","N/A","N/A","N/A","Another","Electronics","$244.33","N/A","N/A",,"N/A","N/A"
"ORD10147","CUST1180","PROD1024","2025-06-16",4,"$494.26 ","Alexander Collins","terickson@yahoo.com","N/A","1969-09-10","N/A","N/A","N/A","N/A","Election","Groceries","$263.6","SHP10480","Pickup","2025-07-16","In Transit","Shipping"
"ORD10148","CUST1126","PROD1002","2024-10-09",2,"$253.63","Michelle Evans","sarah52@johnson.com","Male","1992-11-30","N/A","N/A","N/A","N/A","Almost","Groceries","$265.89","SHP10204","Standard","2025-07-16","Pending","Waiting"
"ORD10149","CUST1025","PROD1028","2025-04-29",1,"$265.35","Judy Baker","mgutierrez@cox.com","Male","1981-10-25","PAY10402","Bank Transfer","Completed","2024-12-21","Leg","Clothing","$38.39","SHP10216","Pickup","2025-07-16","Pending","Waiting"
"ORD10150","CUST1003","PROD1046","2024-09-10",2,"$207.94 ","Daniel Wagner","qnelson@gmail.com","N/A","2004-04-17","N/A","N/A","N/A","N/A","Piece","Clothing","$221.85","N/A","N/A",,"N/A","N/A"
"ORD10151","CUST1019","PROD1030","2024-07-22",3,"$172.59","Carla Gray","cassandra01@gmail.com","Male","1998-01-02","PAY10418","Bank Transfer","Failed","2025-02-14","Notice","Books","$166.77","N/A","N/A",,"N/A","N/A"
"ORD10152","CUST1166","PROD1005","2024-10-25",3,"$426.91","Alyssa Long","michelle55@anderson-wood.net","Female","1960-01-01","N/A","N/A","N/A","N/A","Kind","Beauty","$147.16","N/A","N/A",,"N/A","N/A"
"ORD10153","CUST1081","PROD1040","2025-02-15",4,"$436.83","Mike Allen","lynchdiane@hotmail.com","Female","1986-07-31","PAY10320","Cash","Failed","2025-04-25","Team","Clothing","$10.63","N/A","N/A",,"N/A","N/A"
"ORD10154","CUST1158","PROD1004","2025-07-14",2,"$317.42","Melissa Gates","fernandodonovan@gmail.com","Male","2004-03-02","N/A","N/A","N/A","N/A","Recent","Electronics","$80.47","N/A","N/A",,"N/A","N/A"
"ORD10155","CUST1058","PROD1047","2025-02-27",1,"$219.82","Brent Jordan","cwilson@gmail.com","Male","2001-03-24","N/A","N/A","N/A","N/A","Spring","Books","$237.17","N/A","N/A",,"N/A","N/A"
"ORD10156","CUST1194","PROD1040","2025-02-25",1,"$224.62","John Bishop","santiagoamanda@hall.info","Female","1985-11-19","PAY10325","Cash","Completed","2024-10-26","Team","Clothing","$10.63","N/A","N/A",,"N/A","N/A"
"ORD10157","CUST1007","PROD1002","2025-04-21",3,"$399.09","Gina Moore","agarcia@mitchell.com","Male","2003-06-10","PAY10023","Cash","Pending","2025-02-14","Almost","Groceries","$265.89","SHP10303","Pickup","2025-07-16","Pending","Waiting"
"ORD10158","CUST1091","PROD1023","2024-12-25",4,"$77.06","Brian Rodriguez","davidpatel@gmail.com","N/A","1960-02-10","PAY10256","Credit Card","Completed","2025-04-26","Anything","Beauty","$144.16","SHP10301","Standard","2025-07-16","Delivered","Success"
"ORD10159","CUST1144","PROD1043","2024-11-07",2,"$89.14","Amber Wright","thomascathy@johnson-jones.com","Male","2002-03-15","PAY10261","Credit Card","Pending","2025-03-25","Parent","Books","$237.69","N/A","N/A",,"N/A","N/A"
"ORD10160","CUST1156","PROD1024","2024-09-13",5,"$343.15","Joshua Perry","teresaday@owens-holmes.com","Female","2006-08-27","N/A","N/A","N/A","N/A","Election","Groceries","$263.6","SHP10469","Pickup","2025-07-16","Delivered","Success"
"ORD10161","CUST1149","PROD1009","2024-09-30",2,"$233.27","Stephanie Manning","wendymitchell@yahoo.com","N/A","1986-08-31","PAY10204","Bank Transfer","Pending","2024-09-22","Use","Clothing","$112.75","N/A","N/A",,"N/A","N/A"
"ORD10162","CUST1117","PROD1016","2024-11-21",1,"$449.96","Ashley Waller","nancy92@bennett.org","Male","1960-09-23","N/A","N/A","N/A","N/A","Phone","Beauty","$221.18","N/A","N/A",,"N/A","N/A"
"ORD10163","CUST1073","PROD1043","2024-10-13",5,"$83.2","Lauren Daniels","martinezclaudia@kelley.net","Male","1964-12-18","N/A","N/A","N/A","N/A","Parent","Books","$237.69","SHP10328","Pickup","2025-07-16","In Transit","Shipping"
"ORD10164","CUST1088","PROD1037","2024-12-10",3,"$321.27","Lisa Archer","reeddaniel@gregory.com","N/A","2000-11-01","PAY10067","E-Wallet","Pending","2024-09-01","Most","Electronics","$260.75","SHP10212","Express","2025-07-16","Delivered","Success"
"ORD10165","CUST1176","PROD1016","2025-02-22",4,"$423.43 ","Michael Elliott","theresalong@grant-diaz.com","N/A","1981-04-15","N/A","N/A","N/A","N/A","Phone","Beauty","$221.18","N/A","N/A",,"N/A","N/A"
"ORD10166","CUST1098","PROD1030","2025-06-04",1,"$122.42","Jessica Smith","joelthomas@gmail.com","Female","1992-12-06","N/A","N/A","N/A","N/A","Notice","Books","$166.77","N/A","N/A",,"N/A","N/A"
"ORD10167","CUST1147","PROD1018","2024-10-19",3,"$15.86","Stephanie Salazar","redwards@gmail.com","N/A","1958-08-22","N/A","N/A","N/A","N/A","Likely","Groceries","$41.69","N/A","N/A",,"N/A","N/A"
"ORD10168","CUST1070","PROD1000","2025-01-25",5,"$433.21","Jordan Henderson","xwest@wheeler.org","Male","1969-06-14","N/A","N/A","N/A","N/A","Southern","Electronics","$166.38","SHP10080","Express","2025-07-16","Pending","Waiting"
"ORD10169","CUST1155","PROD1047","2025-02-14",4,"$417.26","Michelle Brown","parkeryvonne@mendoza.org","N/A","1963-10-04","N/A","N/A","N/A","N/A","Spring","Books","$237.17","N/A","N/A",,"N/A","N/A"
"ORD10170","CUST1198","PROD1014","2025-03-27",5,"$401.96 ","Adam Vaughan","nancy04@morrison.info","Female","1967-05-14","PAY10196","Credit Card","Pending","2025-02-19","Audience","Groceries","$197.39","N/A","N/A",,"N/A","N/A"
"ORD10171","CUST1162","PROD1012","2025-04-07",5,"$129.06 ","Lindsey Walker","frykelli@curtis-wang.biz","N/A","1980-07-26","N/A","N/A","N/A","N/A","Effect","Clothing","$25.71","SHP10387","Express","2025-07-16","Pending","Waiting"
"ORD10172","CUST1160","PROD1006","2024-11-24",1,"$157.92","Paul Castaneda","colleenmendez@gmail.com","N/A","1983-02-23","N/A","N/A","N/A","N/A","Possible","Electronics","$128.05","N/A","N/A",,"N/A","N/A"
"ORD10173","CUST1008","PROD1037","2024-10-23",3,"$367.52","Gabrielle Davis","ewilson@yahoo.com","N/A","1967-03-19","PAY10397","E-Wallet","Failed","2024-08-05","Most","Electronics","$260.75","N/A","N/A",,"N/A","N/A"
"ORD10174","CUST1075","PROD1020","2025-05-08",4,"$91.94 ","Sarah Moore","russellbeasley@morgan-chavez.biz","Female","2005-06-04","PAY10453","Credit Card","Completed","2025-03-22","Remember","Books","$165.52","N/A","N/A",,"N/A","N/A"
"ORD10175","CUST1138","PROD1023","2025-05-31",5,"$253.39","David Alvarez","joshua56@paul-kline.biz","Male","1969-05-14","N/A","N/A","N/A","N/A","Anything","Beauty","$144.16","N/A","N/A",,"N/A","N/A"
"ORD10176","CUST1042","PROD1016","2025-01-21",4,"$483.86","Sherry Decker","ryan38@yahoo.com","Male","1994-03-06","N/A","N/A","N/A","N/A","Phone","Beauty","$221.18","N/A","N/A",,"N/A","N/A"
"ORD10177","CUST1191","PROD1021","2025-04-23",1,"$236.82","Karen Graham","kellyroberts@hotmail.com","Male","1980-05-07","PAY10281","Bank Transfer","Failed","2024-11-07","Score","Beauty","$50.65","SHP10129","Pickup","2025-07-16","Delivered","Success"
"ORD10178","CUST1036","PROD1048","2025-03-22",2,"$430.77","Sherri Baker","bowenrobert@hotmail.com","Male","1970-07-26","N/A","N/A","N/A","N/A","Remember","Beauty","$201.94","N/A","N/A",,"N/A","N/A"
"ORD10179","CUST1142","PROD1023","2025-04-29",1,"$396.39","Patricia Rodriguez","sergio59@yahoo.com","Male","1983-05-17","N/A","N/A","N/A","N/A","Anything","Beauty","$144.16","N/A","N/A",,"N/A","N/A"
"ORD10180","CUST1067","PROD1034","2025-01-22",1,"$230.12","Carol Tucker","vanessafernandez@gmail.com","Male","1979-07-21","N/A","N/A","N/A","N/A","Stand","Clothing","$78.55","N/A","N/A",,"N/A","N/A"
"ORD10181","CUST1149","PROD1024","2025-01-10",3,"$58.63 ","Stephanie Manning","wendymitchell@yahoo.com","N/A","1986-08-31","N/A","N/A","N/A","N/A","Election","Groceries","$263.6","SHP10126","Standard","2025-07-16","Delivered","Success"
"ORD10182","CUST1120","PROD1001","2024-09-19",5,"$442.7","Larry Dixon","xhammond@yahoo.com","Female","1958-04-29","PAY10116","E-Wallet","Pending","2025-02-05","Budget","Clothing","$219.77","SHP10177","Pickup","2025-07-16","Pending","Waiting"
"ORD10183","CUST1156","PROD1014","2025-04-26",1,"$319.52","Joshua Perry","teresaday@owens-holmes.com","Female","2006-08-27","PAY10179","E-Wallet","Completed","2024-09-22","Audience","Groceries","$197.39","N/A","N/A",,"N/A","N/A"
"ORD10184","CUST1179","PROD1019","2025-05-20",4,"$62.75","Robert Oconnell","phillipjensen@yahoo.com","Male","2004-01-27","PAY10198","E-Wallet","Completed","2025-06-05","Piece","Clothing","$65.56","N/A","N/A",,"N/A","N/A"
"ORD10185","CUST1009","PROD1019","2024-11-29",4,"$62.48 ","Ryan Munoz","rayglenda@gmail.com","Male","1955-07-02","N/A","N/A","N/A","N/A","Piece","Clothing","$65.56","N/A","N/A",,"N/A","N/A"
"ORD10186","CUST1137","PROD1008","2024-09-19",4,"$229.55","Courtney Gonzalez","benjamin34@yahoo.com","Male","2005-04-17","N/A","N/A","N/A","N/A","Would","Clothing","$201.1","N/A","N/A",,"N/A","N/A"
"ORD10187","CUST1150","PROD1047","2024-09-08",2,"$443.28","David Wright","taylorcharles@roach.com","Male","1956-09-12","N/A","N/A","N/A","N/A","Spring","Books","$237.17","N/A","N/A",,"N/A","N/A"
"ORD10188","CUST1125","PROD1039","2025-04-21",4,"$469.83","Erin Edwards","paulmiller@gmail.com","Male","1985-08-16","N/A","N/A","N/A","N/A","East","Electronics","$57.74","SHP10323","Express","2025-07-16","In Transit","Shipping"
"ORD10189","CUST1008","PROD1044","2025-02-13",3,"$112.55","Gabrielle Davis","ewilson@yahoo.com","N/A","1967-03-19","PAY10083","Cash","Pending","2024-12-28","From","Electronics","$92.72","N/A","N/A",,"N/A","N/A"
"ORD10190","CUST1060","PROD1023","2025-01-21",1,"$490.56","Victoria Garcia","qchavez@horton.com","Female","2002-06-02","PAY10487","Bank Transfer","Completed","2025-02-15","Anything","Beauty","$144.16","N/A","N/A",,"N/A","N/A"
"ORD10191","CUST1139","PROD1041","2024-09-25",3,"$34.97","Angel Perry","tylerjimenez@hotmail.com","N/A","1993-11-23","PAY10058","Bank Transfer","Pending","2025-01-04","Whom","Electronics","$123.22","SHP10282","Standard","2025-07-16","Delivered","Success"
"ORD10192","CUST1048","PROD1007","2025-07-07",4,"$50.38 ","Joshua Blair","andrew64@gmail.com","Female","1979-01-03","N/A","N/A","N/A","N/A","Space","Groceries","$37.35","SHP10091","Pickup","2025-07-16","Pending","Waiting"
"ORD10193","CUST1164","PROD1040","2025-06-26",5,"$485.69","Michael Powell","shawn02@yahoo.com","Female","1980-03-24","N/A","N/A","N/A","N/A","Team","Clothing","$10.63","N/A","N/A",,"N/A","N/A"
"ORD10194","CUST1085","PROD1015","2025-02-11",2,"$394.55 ","Daniel Baker","nicholaschavez@wood.com","Female","1969-05-27","PAY10056","Cash","Pending","2025-07-01","Blood","Groceries","$27.58","N/A","N/A",,"N/A","N/A"
"ORD10195","CUST1017","PROD1048","2025-03-22",5,"$107.54 ","Derek Zuniga","brooke94@martinez-barker.biz","Male","1966-06-25","PAY10389","Credit Card","Failed","2024-07-28","Remember","Beauty","$201.94","SHP10097","Pickup","2025-07-16","Delivered","Success"
"ORD10196","CUST1059","PROD1021","2024-08-07",2,"$395.38","John Daniel","pwilson@hotmail.com","N/A","1988-09-26","PAY10121","E-Wallet","Failed","2025-05-20","Score","Beauty","$50.65","N/A","N/A",,"N/A","N/A"
"ORD10197","CUST1070","PROD1009","2025-02-04",2,"$272.41 ","Jordan Henderson","xwest@wheeler.org","Male","1969-06-14","PAY10039","Bank Transfer","Completed","2025-05-31","Use","Clothing","$112.75","SHP10382","Pickup","2025-07-16","Pending","Waiting"
"ORD10198","CUST1028","PROD1042","2024-07-29",1,"$70.24","Zachary Hicks","tyronemoran@thornton.info","N/A","1967-02-11","N/A","N/A","N/A","N/A","Sign","Electronics","$278.69","SHP10276","Pickup","2025-07-16","In Transit","Shipping"
"ORD10199","CUST1060","PROD1037","2025-06-06",3,"$12.81","Victoria Garcia","qchavez@horton.com","Female","2002-06-02","N/A","N/A","N/A","N/A","Most","Electronics","$260.75","N/A","N/A",,"N/A","N/A"
"ORD10200","CUST1013","PROD1008","2025-06-09",4,"$265.41","Michele Williams","colleenbaker@moore.net","Male","1993-03-06","PAY10368","Credit Card","Failed","2024-11-16","Would","Clothing","$201.1","SHP10090","Standard","2025-07-16","Delivered","Success"
"ORD10201","CUST1121","PROD1028","2024-08-13",3,"$259.05","Kenneth Scott","lisasolis@gmail.com","N/A","1985-05-25","N/A","N/A","N/A","N/A","Leg","Clothing","$38.39","SHP10273","Pickup","2025-07-16","Delivered","Success"
"ORD10202","CUST1115","PROD1032","2025-05-29",2,"$472.98","Diana May","jeremytaylor@gmail.com","N/A","1994-03-23","PAY10363","Bank Transfer","Pending","2025-05-22","Somebody","Groceries","$37.05","N/A","N/A",,"N/A","N/A"
"ORD10203","CUST1186","PROD1042","2025-04-01",5,"$154.31","Jonathan Peterson","ufox@gmail.com","Male","2000-05-15","PAY10488","Credit Card","Failed","2024-08-08","Sign","Electronics","$278.69","N/A","N/A",,"N/A","N/A"
"ORD10204","CUST1015","PROD1030","2024-08-03",4,"$216.01","Brian Ramirez","mcdanielsandra@hotmail.com","Female","2006-01-27","PAY10406","Bank Transfer","Completed","2025-07-10","Notice","Books","$166.77","SHP10208","Standard","2025-07-16","Pending","Waiting"
"ORD10205","CUST1125","PROD1045","2025-05-08",4,"$41.38","Erin Edwards","paulmiller@gmail.com","Male","1985-08-16","PAY10456","Bank Transfer","Failed","2024-09-25","Participant","Groceries","$212.01","SHP10166","Standard","2025-07-16","In Transit","Shipping"
"ORD10206","CUST1082","PROD1038","2024-07-18",2,"$37.51","Michael Evans","whitejacqueline@yahoo.com","Female","2006-01-29","PAY10118","Credit Card","Pending","2025-03-17","Figure","Electronics","$271.71","N/A","N/A",,"N/A","N/A"
"ORD10207","CUST1159","PROD1040","2024-12-23",5,"$276.44","Jamie Smith","meghan43@hotmail.com","N/A","1998-06-29","N/A","N/A","N/A","N/A","Team","Clothing","$10.63","SHP10258","Standard","2025-07-16","Delivered","Success"
"ORD10208","CUST1097","PROD1038","2024-09-07",5,"$150.97","Deborah Figueroa","kimberly18@wilson.com","Female","1959-11-09","PAY10433","E-Wallet","Pending","2024-10-01","Figure","Electronics","$271.71","SHP10221","Standard","2025-07-16","Delivered","Success"
"ORD10209","CUST1025","PROD1044","2025-06-08",1,"$427.13 ","Judy Baker","mgutierrez@cox.com","Male","1981-10-25","N/A","N/A","N/A","N/A","From","Electronics","$92.72","N/A","N/A",,"N/A","N/A"
"ORD10210","CUST1110","PROD1028","2025-03-17",2,"$209.84","Richard Rodriguez","riveraangela@yahoo.com","Female","1984-08-10","N/A","N/A","N/A","N/A","Leg","Clothing","$38.39","SHP10402","Express","2025-07-16","Pending","Waiting"
"ORD10211","CUST1102","PROD1026","2024-10-13",1,"$159.71","Rebecca Valencia","brittany58@gmail.com","N/A","1988-12-08","N/A","N/A","N/A","N/A","Another","Electronics","$244.33","SHP10043","Express","2025-07-16","Pending","Waiting"
"ORD10212","CUST1170","PROD1016","2024-08-11",3,"$477.03","Jamie Walton","fkoch@gmail.com","Male","1963-08-04","N/A","N/A","N/A","N/A","Phone","Beauty","$221.18","N/A","N/A",,"N/A","N/A"
"ORD10213","CUST1017","PROD1005","2025-04-16",1,"$51.15","Derek Zuniga","brooke94@martinez-barker.biz","Male","1966-06-25","PAY10141","Credit Card","Pending","2025-03-04","Kind","Beauty","$147.16","N/A","N/A",,"N/A","N/A"
"ORD10214","CUST1190","PROD1047","2024-09-12",3,"$406.83","Debra Morton","david86@yahoo.com","N/A","1990-09-27","PAY10429","E-Wallet","Failed","2025-03-30","Spring","Books","$237.17","SHP10167","Pickup","2025-07-16","In Transit","Shipping"
"ORD10215","CUST1150","PROD1035","2024-07-19",5,"$168.17","David Wright","taylorcharles@roach.com","Male","1956-09-12","N/A","N/A","N/A","N/A","Arrive","Groceries","$127.86","SHP10394","Pickup","2025-07-16","Delivered","Success"
"ORD10216","CUST1105","PROD1022","2024-10-08",4,"$434.71","Marc Moore","ycarpenter@hotmail.com","Female","1991-01-22","PAY10432","Cash","Completed","2025-01-18","Turn","Books","$63.21","N/A","N/A",,"N/A","N/A"
"ORD10217","CUST1073","PROD1038","2025-01-28",3,"$179.06 ","Lauren Daniels","martinezclaudia@kelley.net","Male","1964-12-18","N/A","N/A","N/A","N/A","Figure","Electronics","$271.71","N/A","N/A",,"N/A","N/A"
"ORD10218","CUST1039","PROD1042","2025-01-09",4,"$116.0","Brittany Farmer","williamsonjimmy@hotmail.com","Female","1972-09-16","N/A","N/A","N/A","N/A","Sign","Electronics","$278.69","SHP10336","Standard","2025-07-16","In Transit","Shipping"
"ORD10219","CUST1089","PROD1035","2024-12-07",3,"$61.87","Aimee Montoya","djoyce@harris.com","Male","2005-11-25","PAY10223","Credit Card","Failed","2025-04-20","Arrive","Groceries","$127.86","N/A","N/A",,"N/A","N/A"
"ORD10220","CUST1146","PROD1014","2024-08-08",4,"$423.35","Victoria Larson","xrush@hines-berry.net","Male","1991-05-14","N/A","N/A","N/A","N/A","Audience","Groceries","$197.39","SHP10094","Pickup","2025-07-16","Delivered","Success"
"ORD10221","CUST1155","PROD1042","2025-03-12",3,"$19.33","Michelle Brown","parkeryvonne@mendoza.org","N/A","1963-10-04","PAY10164","Cash","Failed","2025-05-19","Sign","Electronics","$278.69","N/A","N/A",,"N/A","N/A"
"ORD10222","CUST1179","PROD1048","2025-03-20",3,"$461.16","Robert Oconnell","phillipjensen@yahoo.com","Male","2004-01-27","PAY10274","E-Wallet","Pending","2025-03-01","Remember","Beauty","$201.94","SHP10165","Standard","2025-07-16","Delivered","Success"
"ORD10223","CUST1001","PROD1011","2025-03-31",2,"$285.33","Noah Rhodes","kevinperkins@yahoo.com","Male","1977-01-16","N/A","N/A","N/A","N/A","Admit","Groceries","$260.51","SHP10342","Standard","2025-07-16","Delivered","Success"
"ORD10224","CUST1017","PROD1009","2025-07-13",1,"$50.42 ","Derek Zuniga","brooke94@martinez-barker.biz","Male","1966-06-25","N/A","N/A","N/A","N/A","Use","Clothing","$112.75","N/A","N/A",,"N/A","N/A"
"ORD10225","CUST1096","PROD1026","2025-03-12",4,"$173.74","Aaron Wise","fosterkyle@yahoo.com","Male","1979-02-28","N/A","N/A","N/A","N/A","Another","Electronics","$244.33","SHP10322","Standard","2025-07-16","Pending","Waiting"
"ORD10226","CUST1079","PROD1046","2025-07-05",3,"$389.53","Lisa Barnes","caroline51@romero.com","Female","2002-04-22","PAY10136","Bank Transfer","Failed","2024-12-13","Piece","Clothing","$221.85","SHP10335","Standard","2025-07-16","In Transit","Shipping"
"ORD10227","CUST1013","PROD1009","2025-01-19",2,"$378.45","Michele Williams","colleenbaker@moore.net","Male","1993-03-06","PAY10244","Credit Card","Completed","2024-12-08","Use","Clothing","$112.75","SHP10067","Pickup","2025-07-16","Delivered","Success"
